"AU_scale";"AU";"Area_km2";"Substance";"Type";"Matrix";"CR";"ConfThresh";"CountStations";"CountData";"ConfSpatial";"ConfMethod";"ConfTemp"
4;"DEN-052";46.2324885578;"CD";"HM";"Sediment";0.796643707;"H";2;2;"H";"M";"L"
4;"DEN-052";46.2324885578;"PB";"HM";"Sediment";0.304344256;"H";2;2;"H";"M";"L"
4;"DEN-052";46.2324885578;"BAP";"Org";"Biota";0.18;"H";2;2;"H";"H";"H"
4;"DEN-052";46.2324885578;"CD";"HM";"Biota";1.264335664;"H";2;2;"H";"L";"H"
4;"DEN-052";46.2324885578;"FLU";"Org";"Biota";0.146666667;"H";2;2;"H";"L";"M"
4;"DEN-052";46.2324885578;"HG";"HM";"Biota";1.6272;"H";2;2;"H";"M";"M"
4;"DEN-052";46.2324885578;"PB";"HM";"Biota";1.167079075;"H";2;2;"H";"H";"H"
4;"DEN-053";15.4750530923;"BAP";"Org";"Biota";0.28;"H";1;1;"H";"L";"H"
4;"DEN-053";15.4750530923;"CD";"HM";"Biota";0.016258741;"H";1;1;"H";"M";"L"
4;"DEN-053";15.4750530923;"FLU";"Org";"Biota";0.103333333;"H";1;1;"H";"L";"M"
4;"DEN-053";15.4750530923;"HG";"HM";"Biota";0.01806;"H";1;1;"H";"L";"M"
4;"DEN-053";15.4750530923;"PB";"HM";"Biota";0.0077461;"H";1;1;"H";"M";"H"
4;"DEN-054";181.846799063;"CS-137";"Rad";"Water";1.032559125;"H";1;1;"H";"L";"M"
4;"DEN-055";101.418200541;"BAP";"Org";"Biota";0.1;"H";2;2;"H";"M";"M"
4;"DEN-055";101.418200541;"CD";"HM";"Biota";0.017132867;"H";2;2;"H";"M";"L"
4;"DEN-055";101.418200541;"FLU";"Org";"Biota";0.066666667;"H";2;2;"H";"L";"L"
4;"DEN-055";101.418200541;"HG";"HM";"Biota";0.00476;"H";2;2;"H";"M";"M"
4;"DEN-055";101.418200541;"PB";"HM";"Biota";0.006024744;"H";2;2;"H";"H";"M"
4;"DEN-055";101.418200541;"BAP";"Org";"Biota";0.12;"H";2;2;"H";"L";"M"
4;"DEN-055";101.418200541;"CD";"HM";"Biota";1.616382576;"H";2;2;"H";"H";"M"
4;"DEN-055";101.418200541;"FLU";"Org";"Biota";0.113333333;"H";2;2;"H";"M";"H"
4;"DEN-055";101.418200541;"HG";"HM";"Biota";0.274625;"H";2;2;"H";"H";"H"
4;"DEN-055";101.418200541;"PB";"HM";"Biota";1.063636364;"H";2;2;"H";"H";"M"
4;"DEN-056";5.01899570041;"ANT";"Org";"Sediment";0.49112801;"H";2;2;"H";"H";"M"
4;"DEN-056";5.01899570041;"ANT";"Org";"Sediment";0.704887218;"H";2;2;"H";"L";"M"
4;"DEN-056";5.01899570041;"CD";"HM";"Sediment";7.26138142;"H";1;1;"H";"L";"M"
4;"DEN-056";5.01899570041;"PB";"HM";"Sediment";4.428856563;"H";1;1;"H";"H";"M"
4;"DEN-057";32.8860344241;"BAP";"Org";"Biota";0.08;"H";1;1;"H";"L";"M"
4;"DEN-057";32.8860344241;"CD";"HM";"Biota";0.862106643;"H";1;1;"H";"M";"L"
4;"DEN-057";32.8860344241;"FLU";"Org";"Biota";0.183333333;"H";1;1;"H";"L";"L"
4;"DEN-057";32.8860344241;"HG";"HM";"Biota";0.30245;"H";1;1;"H";"H";"H"
4;"DEN-057";32.8860344241;"PB";"HM";"Biota";0.282947821;"H";1;1;"H";"H";"L"
4;"DEN-057";32.8860344241;"ANT";"Org";"Sediment";1.734601449;"H";2;2;"H";"M";"H"
4;"DEN-057";32.8860344241;"CD";"HM";"Sediment";0.609540931;"H";2;2;"H";"L";"H"
4;"DEN-057";32.8860344241;"PB";"HM";"Sediment";0.347442808;"H";2;2;"H";"M";"M"
4;"DEN-057";32.8860344241;"ANT";"Org";"Sediment";0.376368613;"H";2;2;"H";"H";"M"
4;"DEN-057";32.8860344241;"CD";"HM";"Sediment";0.692207383;"H";2;2;"H";"M";"H"
4;"DEN-057";32.8860344241;"PB";"HM";"Sediment";0.398091462;"H";2;2;"H";"H";"L"
4;"DEN-058";35.1634266716;"CD";"HM";"Sediment";0.277582591;"H";2;2;"H";"M";"H"
4;"DEN-058";35.1634266716;"PB";"HM";"Sediment";0.249839069;"H";2;2;"H";"M";"L"
4;"DEN-058";35.1634266716;"CD";"HM";"Sediment";0.204483359;"H";2;2;"H";"H";"H"
4;"DEN-058";35.1634266716;"PB";"HM";"Sediment";0.485221592;"H";2;2;"H";"L";"M"
4;"DEN-059";5.52443743663;"BAP";"Org";"Biota";0.148996644;"H";1;1;"H";"L";"H"
4;"DEN-059";5.52443743663;"CD";"HM";"Biota";1.264143134;"H";1;1;"H";"H";"M"
4;"DEN-059";5.52443743663;"FLU";"Org";"Biota";0.243994535;"H";1;1;"H";"H";"H"
4;"DEN-059";5.52443743663;"HG";"HM";"Biota";0.408361366;"H";1;1;"H";"H";"M"
4;"DEN-059";5.52443743663;"PB";"HM";"Biota";0.525105097;"H";1;1;"H";"L";"L"
4;"DEN-060";15.1174665162;"ANT";"Org";"Sediment";0.517074807;"H";2;2;"H";"L";"M"
4;"DEN-060";15.1174665162;"CD";"HM";"Sediment";0.408256077;"H";2;2;"H";"H";"M"
4;"DEN-060";15.1174665162;"PB";"HM";"Sediment";0.216380128;"H";2;2;"H";"H";"H"
4;"DEN-060";15.1174665162;"ANT";"Org";"Sediment";0.034545068;"H";2;2;"H";"L";"H"
4;"DEN-060";15.1174665162;"CD";"HM";"Sediment";0.866284811;"H";2;2;"H";"M";"M"
4;"DEN-060";15.1174665162;"PB";"HM";"Sediment";0.425264057;"H";2;2;"H";"M";"L"
4;"DEN-060";15.1174665162;"BAP";"Org";"Biota";0.1;"H";1;1;"H";"M";"M"
4;"DEN-060";15.1174665162;"CD";"HM";"Biota";1.743553322;"H";1;1;"H";"H";"L"
4;"DEN-060";15.1174665162;"FLU";"Org";"Biota";0.153333333;"H";1;1;"H";"M";"M"
4;"DEN-060";15.1174665162;"HG";"HM";"Biota";0.78012;"H";1;1;"H";"H";"H"
4;"DEN-060";15.1174665162;"PB";"HM";"Biota";0.572243141;"H";1;1;"H";"L";"H"
4;"DEN-061";5.15214684301;"ANT";"Org";"Sediment";0.427237491;"H";1;1;"H";"H";"L"
4;"DEN-061";5.15214684301;"CD";"HM";"Sediment";1.159846264;"H";1;1;"H";"M";"H"
4;"DEN-061";5.15214684301;"PB";"HM";"Sediment";0.38948861;"H";1;1;"H";"L";"M"
4;"DEN-061";5.15214684301;"BAP";"Org";"Biota";0.08;"H";1;1;"H";"L";"H"
4;"DEN-061";5.15214684301;"CD";"HM";"Biota";0.589182692;"H";1;1;"H";"H";"H"
4;"DEN-061";5.15214684301;"FLU";"Org";"Biota";0.09;"H";1;1;"H";"M";"H"
4;"DEN-061";5.15214684301;"HG";"HM";"Biota";0.65835;"H";1;1;"H";"H";"H"
4;"DEN-061";5.15214684301;"PB";"HM";"Biota";0.607100592;"H";1;1;"H";"H";"M"
4;"DEN-062";0.370991263601;"ANT";"Org";"Sediment";0.777063237;"H";2;2;"H";"M";"L"
4;"DEN-062";0.370991263601;"CD";"HM";"Sediment";0.299637223;"H";2;2;"H";"H";"H"
4;"DEN-062";0.370991263601;"PB";"HM";"Sediment";0.274325748;"H";2;2;"H";"H";"H"
4;"DEN-062";0.370991263601;"ANT";"Org";"Sediment";1.241134752;"H";2;2;"H";"M";"M"
4;"DEN-062";0.370991263601;"CD";"HM";"Sediment";0.948756086;"H";2;2;"H";"L";"H"
4;"DEN-062";0.370991263601;"PB";"HM";"Sediment";0.101767898;"H";2;2;"H";"M";"L"
4;"DEN-063";1.89618150002;"BAP";"Org";"Biota";0.324;"H";1;1;"H";"H";"M"
4;"DEN-063";1.89618150002;"CD";"HM";"Biota";0.508588287;"H";1;1;"H";"H";"H"
4;"DEN-063";1.89618150002;"FLU";"Org";"Biota";0.253666667;"H";1;1;"H";"L";"L"
4;"DEN-063";1.89618150002;"HG";"HM";"Biota";0.9435;"H";1;1;"H";"M";"H"
4;"DEN-063";1.89618150002;"PB";"HM";"Biota";0.406024744;"H";1;1;"H";"M";"H"
4;"DEN-064";8.04632540412;"CD";"HM";"Sediment";0.207086948;"H";2;2;"H";"M";"L"
4;"DEN-064";8.04632540412;"PB";"HM";"Sediment";0.451026227;"H";2;2;"H";"L";"H"
4;"DEN-064";8.04632540412;"HBCD";"Org";"Biota";0.002192939;"H";2;2;"H";"M";"H"
4;"DEN-064";8.04632540412;"HG";"HM";"Biota";1.926459574;"H";3;3;"H";"M";"L"
4;"DEN-064";8.04632540412;"PB";"HM";"Biota";1.618473976;"H";3;3;"H";"L";"L"
4;"DEN-064";8.04632540412;"PFOS";"Org";"Biota";0.045411066;"H";2;2;"H";"L";"M"
4;"DEN-064";8.04632540412;"SBD6";"Org";"Biota";121.3461246;"H";2;2;"H";"L";"L"
4;"DEN-064";8.04632540412;"SCB6";"Org";"Biota";1.397241814;"H";2;2;"H";"L";"M"
4;"DEN-064";8.04632540412;"SDX";"Org";"Biota";0.801986914;"H";2;2;"H";"M";"M"
4;"DEN-064";8.04632540412;"CD";"HM";"Sediment";0.137809817;"H";2;2;"H";"M";"M"
4;"DEN-064";8.04632540412;"PB";"HM";"Sediment";0.447633445;"H";2;2;"H";"H";"L"
4;"DEN-064";8.04632540412;"HBCD";"Org";"Biota";0.001725266;"H";2;2;"H";"M";"M"
4;"DEN-064";8.04632540412;"HG";"HM";"Biota";1.707113647;"H";3;3;"H";"H";"H"
4;"DEN-064";8.04632540412;"PB";"HM";"Biota";1.505275034;"H";3;3;"H";"L";"M"
4;"DEN-064";8.04632540412;"PFOS";"Org";"Biota";0.049094343;"H";2;2;"H";"L";"L"
4;"DEN-064";8.04632540412;"SBD6";"Org";"Biota";68.818487;"H";2;2;"H";"M";"H"
4;"DEN-064";8.04632540412;"SCB6";"Org";"Biota";1.468448692;"H";2;2;"H";"L";"L"
4;"DEN-064";8.04632540412;"SDX";"Org";"Biota";0.769001332;"H";2;2;"H";"L";"H"
4;"DEN-064";8.04632540412;"BAP";"Org";"Biota";0.12;"H";1;1;"H";"H";"M"
4;"DEN-064";8.04632540412;"CD";"HM";"Biota";1.503496503;"H";1;1;"H";"H";"H"
4;"DEN-064";8.04632540412;"FLU";"Org";"Biota";0.093333333;"H";1;1;"H";"M";"L"
4;"DEN-064";8.04632540412;"HG";"HM";"Biota";0.664;"H";3;3;"H";"L";"M"
4;"DEN-064";8.04632540412;"PB";"HM";"Biota";0.860677784;"H";3;3;"H";"H";"L"
4;"DEN-065";13.293375242;"CD";"HM";"Water";0.070714232;"H";1;1;"H";"L";"H"
4;"DEN-065";13.293375242;"PB";"HM";"Water";0.153846154;"H";1;1;"H";"H";"M"
4;"DEN-065";13.293375242;"PFOS";"Org";"Water";3.008862649;"H";1;1;"H";"H";"M"
4;"DEN-065";13.293375242;"BAP";"Org";"Biota";0.08570898;"H";1;1;"H";"M";"M"
4;"DEN-065";13.293375242;"CD";"HM";"Biota";1.527107409;"H";1;1;"H";"L";"M"
4;"DEN-065";13.293375242;"FLU";"Org";"Biota";0.097574107;"H";1;1;"H";"M";"L"
4;"DEN-065";13.293375242;"HG";"HM";"Biota";0.701882928;"H";1;1;"H";"L";"H"
4;"DEN-065";13.293375242;"PB";"HM";"Biota";0.676835489;"H";1;1;"H";"L";"L"
4;"DEN-065";13.293375242;"ANT";"Org";"Sediment";0.635876841;"H";3;3;"H";"M";"M"
4;"DEN-065";13.293375242;"CD";"HM";"Sediment";0.610869565;"H";2;2;"H";"L";"M"
4;"DEN-065";13.293375242;"PB";"HM";"Sediment";0.646038251;"H";2;2;"H";"H";"L"
4;"DEN-065";13.293375242;"ANT";"Org";"Sediment";1.375609299;"H";3;3;"H";"L";"L"
4;"DEN-065";13.293375242;"CD";"HM";"Sediment";1.091525468;"H";2;2;"H";"H";"H"
4;"DEN-065";13.293375242;"PB";"HM";"Sediment";0.89963716;"H";2;2;"H";"H";"L"
4;"DEN-065";13.293375242;"ANT";"Org";"Sediment";0.564102564;"H";3;3;"H";"M";"M"
4;"DEN-066";149.67642377;"ANT";"Org";"Sediment";0.845176572;"H";1;1;"H";"L";"M"
4;"DEN-066";149.67642377;"BAP";"Org";"Biota";0.1;"H";1;1;"H";"M";"M"
4;"DEN-066";149.67642377;"CD";"HM";"Biota";0.860839161;"H";1;1;"H";"H";"L"
4;"DEN-066";149.67642377;"FLU";"Org";"Biota";0.326666667;"H";1;1;"H";"M";"H"
4;"DEN-066";149.67642377;"HG";"HM";"Biota";0.2462;"H";1;1;"H";"L";"M"
4;"DEN-066";149.67642377;"PB";"HM";"Biota";0.66218397;"H";1;1;"H";"H";"M"
4;"DEN-067";92.4400166215;"BAP";"Org";"Biota";0.1;"H";1;1;"H";"M";"L"
4;"DEN-067";92.4400166215;"CD";"HM";"Biota";1.066287879;"H";1;1;"H";"M";"M"
4;"DEN-067";92.4400166215;"FLU";"Org";"Biota";0.13;"H";1;1;"H";"H";"M"
4;"DEN-067";92.4400166215;"HG";"HM";"Biota";0.68686;"H";1;1;"H";"L";"H"
4;"DEN-067";92.4400166215;"PB";"HM";"Biota";0.726842388;"H";1;1;"H";"L";"M"
4;"DEN-068";16.4339733536;"ANT";"Org";"Sediment";0.362903156;"H";1;1;"H";"H";"L"
4;"DEN-068";16.4339733536;"CD";"HM";"Sediment";0.351319331;"H";1;1;"H";"L";"L"
4;"DEN-068";16.4339733536;"PB";"HM";"Sediment";0.356266557;"H";1;1;"H";"H";"L"
4;"DEN-069";4.86319514556;"ANT";"Org";"Sediment";0.674019608;"H";2;2;"H";"M";"M"
4;"DEN-069";4.86319514556;"CD";"HM";"Sediment";0.876944342;"H";2;2;"H";"L";"L"
4;"DEN-069";4.86319514556;"PB";"HM";"Sediment";0.39297413;"H";2;2;"H";"L";"M"
4;"DEN-069";4.86319514556;"ANT";"Org";"Sediment";2.114219051;"H";2;2;"H";"L";"M"
4;"DEN-069";4.86319514556;"CD";"HM";"Sediment";0.990028478;"H";2;2;"H";"H";"M"
4;"DEN-069";4.86319514556;"PB";"HM";"Sediment";0.558548712;"H";2;2;"H";"H";"M"
4;"DEN-069";4.86319514556;"BAP";"Org";"Biota";0.31411268;"H";1;1;"H";"M";"H"
4;"DEN-069";4.86319514556;"CD";"HM";"Biota";0.849511511;"H";1;1;"H";"M";"L"
4;"DEN-069";4.86319514556;"FLU";"Org";"Biota";0.166915287;"H";1;1;"H";"M";"M"
4;"DEN-069";4.86319514556;"HG";"HM";"Biota";0.597259163;"H";1;1;"H";"L";"M"
4;"DEN-069";4.86319514556;"PB";"HM";"Biota";0.674527597;"H";1;1;"H";"L";"H"
4;"DEN-070";10.232553905;"ANT";"Org";"Sediment";1.270325203;"H";2;2;"H";"H";"M"
4;"DEN-070";10.232553905;"ANT";"Org";"Sediment";0.270873168;"H";2;2;"H";"L";"L"
4;"DEN-070";10.232553905;"CD";"HM";"Sediment";3.74042388;"H";1;1;"H";"M";"H"
4;"DEN-070";10.232553905;"PB";"HM";"Sediment";1.6295132;"H";1;1;"H";"L";"M"
4;"DEN-070";10.232553905;"BAP";"Org";"Biota";0.08;"H";1;1;"H";"L";"M"
4;"DEN-070";10.232553905;"CD";"HM";"Biota";1.515734266;"H";1;1;"H";"M";"L"
4;"DEN-070";10.232553905;"FLU";"Org";"Biota";0.123333333;"H";1;1;"H";"M";"L"
4;"DEN-070";10.232553905;"HG";"HM";"Biota";0.816;"H";1;1;"H";"L";"H"
4;"DEN-070";10.232553905;"PB";"HM";"Biota";1.316837009;"H";1;1;"H";"M";"H"
4;"DEN-071";32.7186075612;"ANT";"Org";"Sediment";1.607142857;"H";1;1;"H";"M";"H"
4;"DEN-071";32.7186075612;"CD";"HM";"Sediment";0.070827715;"H";1;1;"H";"M";"H"
4;"DEN-072";46.2426192214;"BAP";"Org";"Biota";0.102602973;"H";2;2;"H";"L";"L"
4;"DEN-072";46.2426192214;"CD";"HM";"Biota";0.989278791;"H";2;2;"H";"H";"H"
4;"DEN-072";46.2426192214;"FLU";"Org";"Biota";0.15604509;"H";2;2;"H";"H";"L"
4;"DEN-072";46.2426192214;"HG";"HM";"Biota";0.756845727;"H";2;2;"H";"L";"L"
4;"DEN-072";46.2426192214;"PB";"HM";"Biota";0.507255094;"H";2;2;"H";"M";"M"
4;"DEN-072";46.2426192214;"BAP";"Org";"Biota";0.1;"H";2;2;"H";"H";"H"
4;"DEN-072";46.2426192214;"CD";"HM";"Biota";0.683886946;"H";2;2;"H";"H";"M"
4;"DEN-072";46.2426192214;"FLU";"Org";"Biota";0.140666667;"H";2;2;"H";"L";"M"
4;"DEN-072";46.2426192214;"HG";"HM";"Biota";0.58438;"H";2;2;"H";"H";"L"
4;"DEN-072";46.2426192214;"PB";"HM";"Biota";0.412264658;"H";2;2;"H";"M";"H"
4;"DEN-073";1.94759118422;"ANT";"Org";"Sediment";0.774853801;"H";2;2;"H";"H";"L"
4;"DEN-073";1.94759118422;"CD";"HM";"Sediment";0.45135796;"H";2;2;"H";"M";"H"
4;"DEN-073";1.94759118422;"PB";"HM";"Sediment";0.300300285;"H";2;2;"H";"M";"L"
4;"DEN-073";1.94759118422;"ANT";"Org";"Sediment";1.851851852;"H";2;2;"H";"M";"H"
4;"DEN-073";1.94759118422;"CD";"HM";"Sediment";0.195663242;"H";2;2;"H";"M";"H"
4;"DEN-073";1.94759118422;"PB";"HM";"Sediment";0.145004243;"H";2;2;"H";"L";"M"
4;"DEN-075";18.1671700639;"HBCD";"Org";"Biota";0.002712503;"H";1;1;"H";"L";"H"
4;"DEN-075";18.1671700639;"HG";"HM";"Biota";1.33637289;"H";2;2;"H";"L";"H"
4;"DEN-075";18.1671700639;"PB";"HM";"Biota";1.468713159;"H";2;2;"H";"L";"M"
4;"DEN-075";18.1671700639;"PFOS";"Org";"Biota";0.062068498;"H";1;1;"H";"M";"H"
4;"DEN-075";18.1671700639;"SBD6";"Org";"Biota";102.5727746;"H";1;1;"H";"H";"M"
4;"DEN-075";18.1671700639;"SCB6";"Org";"Biota";0.25217193;"H";1;1;"H";"M";"M"
4;"DEN-075";18.1671700639;"SDX";"Org";"Biota";0.33203414;"H";1;1;"H";"H";"M"
4;"DEN-075";18.1671700639;"BAP";"Org";"Biota";0.09886556;"H";1;1;"H";"M";"L"
4;"DEN-075";18.1671700639;"CD";"HM";"Biota";0.891859351;"H";1;1;"H";"M";"L"
4;"DEN-075";18.1671700639;"FLU";"Org";"Biota";0.188301278;"H";1;1;"H";"L";"L"
4;"DEN-075";18.1671700639;"HG";"HM";"Biota";0.410953906;"H";2;2;"H";"H";"H"
4;"DEN-075";18.1671700639;"PB";"HM";"Biota";0.201068858;"H";2;2;"H";"M";"L"
4;"DEN-076";461.204481181;"ANT";"Org";"Sediment";0.128600823;"H";2;2;"H";"M";"H"
4;"DEN-076";461.204481181;"CD";"HM";"Sediment";0.17305046;"H";1;1;"H";"H";"L"
4;"DEN-076";461.204481181;"PB";"HM";"Sediment";0.154736813;"H";2;2;"H";"M";"H"
4;"DEN-076";461.204481181;"ANT";"Org";"Sediment";0.306372549;"H";2;2;"H";"M";"L"
4;"DEN-076";461.204481181;"PB";"HM";"Sediment";0.071339921;"H";2;2;"H";"L";"M"
4;"DEN-076";461.204481181;"BAP";"Org";"Biota";0.1;"H";1;1;"H";"H";"M"
4;"DEN-076";461.204481181;"CD";"HM";"Biota";1.44493007;"H";1;1;"H";"M";"M"
4;"DEN-076";461.204481181;"FLU";"Org";"Biota";0.041666667;"H";1;1;"H";"L";"H"
4;"DEN-076";461.204481181;"HG";"HM";"Biota";0.7047;"H";1;1;"H";"L";"H"
4;"DEN-076";461.204481181;"PB";"HM";"Biota";0.280796127;"H";1;1;"H";"L";"L"
4;"DEN-078";173.931729146;"ANT";"Org";"Sediment";1.631944444;"H";2;2;"H";"L";"H"
4;"DEN-078";173.931729146;"CD";"HM";"Sediment";0.102458925;"H";2;2;"H";"H";"M"
4;"DEN-078";173.931729146;"PB";"HM";"Sediment";0.23138389;"H";2;2;"H";"H";"H"
4;"DEN-078";173.931729146;"ANT";"Org";"Sediment";0.258397933;"H";2;2;"H";"L";"L"
4;"DEN-078";173.931729146;"CD";"HM";"Sediment";0.098672746;"H";2;2;"H";"L";"H"
4;"DEN-078";173.931729146;"PB";"HM";"Sediment";0.334313967;"H";2;2;"H";"M";"M"
4;"DEN-078";173.931729146;"BAP";"Org";"Biota";0.558;"H";1;1;"H";"M";"H"
4;"DEN-078";173.931729146;"CD";"HM";"Biota";1.157692308;"H";1;1;"H";"L";"M"
4;"DEN-078";173.931729146;"FLU";"Org";"Biota";0.090333333;"H";1;1;"H";"H";"H"
4;"DEN-078";173.931729146;"HG";"HM";"Biota";0.84194;"H";1;1;"H";"H";"L"
4;"DEN-078";173.931729146;"PB";"HM";"Biota";1.017751479;"H";1;1;"H";"L";"L"
4;"DEN-079";84.7066524523;"ANT";"Org";"Sediment";1.590909091;"H";2;2;"H";"H";"L"
4;"DEN-079";84.7066524523;"ANT";"Org";"Sediment";1.593137255;"H";2;2;"H";"M";"M"
4;"DEN-080";15.8300025192;"BAP";"Org";"Biota";0.06;"H";1;1;"H";"H";"M"
4;"DEN-080";15.8300025192;"CD";"HM";"Biota";1.175480769;"H";1;1;"H";"H";"L"
4;"DEN-080";15.8300025192;"FLU";"Org";"Biota";0.056666667;"H";1;1;"H";"M";"H"
4;"DEN-080";15.8300025192;"HG";"HM";"Biota";1.2388;"H";1;1;"H";"H";"L"
4;"DEN-080";15.8300025192;"PB";"HM";"Biota";0.701452394;"H";1;1;"H";"M";"L"
4;"DEN-081";7.26283177407;"ANT";"Org";"Sediment";0.759548611;"H";2;2;"H";"H";"L"
4;"DEN-081";7.26283177407;"CD";"HM";"Sediment";0.629102185;"H";2;2;"H";"L";"L"
4;"DEN-081";7.26283177407;"PB";"HM";"Sediment";0.245171118;"H";2;2;"H";"L";"L"
4;"DEN-081";7.26283177407;"ANT";"Org";"Sediment";0.587228517;"H";2;2;"H";"L";"H"
4;"DEN-081";7.26283177407;"CD";"HM";"Sediment";0.76151069;"H";2;2;"H";"M";"L"
4;"DEN-081";7.26283177407;"PB";"HM";"Sediment";0.282764174;"H";2;2;"H";"H";"H"
4;"DEN-082";34.9005377517;"ANT";"Org";"Sediment";1.29804934;"H";2;2;"H";"L";"L"
4;"DEN-082";34.9005377517;"CD";"HM";"Sediment";0.921440954;"H";2;2;"H";"M";"H"
4;"DEN-082";34.9005377517;"PB";"HM";"Sediment";0.724920255;"H";2;2;"H";"M";"M"
4;"DEN-082";34.9005377517;"ANT";"Org";"Sediment";0.64701897;"H";2;2;"H";"M";"H"
4;"DEN-082";34.9005377517;"CD";"HM";"Sediment";0.761234085;"H";2;2;"H";"M";"L"
4;"DEN-082";34.9005377517;"PB";"HM";"Sediment";0.619375253;"H";2;2;"H";"L";"L"
4;"DEN-083";1.81660034319;"ANT";"Org";"Sediment";0.466666667;"H";2;2;"H";"L";"H"
4;"DEN-083";1.81660034319;"ANT";"Org";"Sediment";1.089255499;"H";2;2;"H";"H";"L"
4;"DEN-083";1.81660034319;"BAP";"Org";"Biota";0.1;"H";1;1;"H";"M";"L"
4;"DEN-083";1.81660034319;"CD";"HM";"Biota";1.108974359;"H";1;1;"H";"M";"L"
4;"DEN-083";1.81660034319;"FLU";"Org";"Biota";0.196666667;"H";1;1;"H";"L";"L"
4;"DEN-083";1.81660034319;"HG";"HM";"Biota";0.7093;"H";1;1;"H";"H";"M"
4;"DEN-083";1.81660034319;"PB";"HM";"Biota";1.20979021;"H";1;1;"H";"M";"H"
4;"DEN-084";275.947828136;"ANT";"Org";"Sediment";2.827380952;"H";2;2;"H";"H";"H"
4;"DEN-084";275.947828136;"CD";"HM";"Sediment";0.186463216;"H";2;2;"H";"M";"L"
4;"DEN-084";275.947828136;"PB";"HM";"Sediment";0.365571298;"H";2;2;"H";"H";"L"
4;"DEN-084";275.947828136;"HBCD";"Org";"Biota";0.00273527;"H";1;1;"H";"L";"M"
4;"DEN-084";275.947828136;"HG";"HM";"Biota";2.1583;"H";4;4;"H";"L";"H"
4;"DEN-084";275.947828136;"PB";"HM";"Biota";3.452038245;"H";4;4;"H";"M";"M"
4;"DEN-084";275.947828136;"PFOS";"Org";"Biota";0.034274175;"H";1;1;"H";"M";"M"
4;"DEN-084";275.947828136;"SBD6";"Org";"Biota";95.13435004;"H";1;1;"H";"L";"H"
4;"DEN-084";275.947828136;"SCB6";"Org";"Biota";1.8781893;"H";1;1;"H";"M";"L"
4;"DEN-084";275.947828136;"SDX";"Org";"Biota";1.333795726;"H";1;1;"H";"H";"M"
4;"DEN-084";275.947828136;"ANT";"Org";"Sediment";2.519248188;"H";2;2;"H";"M";"H"
4;"DEN-084";275.947828136;"CD";"HM";"Sediment";0.178255056;"H";2;2;"H";"H";"H"
4;"DEN-084";275.947828136;"PB";"HM";"Sediment";0.41617079;"H";2;2;"H";"H";"L"
4;"DEN-084";275.947828136;"BAP";"Org";"Biota";0.087249268;"H";3;3;"H";"M";"M"
4;"DEN-084";275.947828136;"CD";"HM";"Biota";1.493004581;"H";3;3;"H";"H";"L"
4;"DEN-084";275.947828136;"FLU";"Org";"Biota";0.097172247;"H";3;3;"H";"L";"H"
4;"DEN-084";275.947828136;"HG";"HM";"Biota";0.514861988;"H";4;4;"H";"H";"M"
4;"DEN-084";275.947828136;"PB";"HM";"Biota";0.425705412;"H";4;4;"H";"L";"M"
4;"DEN-084";275.947828136;"BAP";"Org";"Biota";0.24;"H";3;3;"H";"M";"H"
4;"DEN-084";275.947828136;"CD";"HM";"Biota";1.886509324;"H";3;3;"H";"M";"M"
4;"DEN-084";275.947828136;"FLU";"Org";"Biota";0.1;"H";3;3;"H";"M";"H"
4;"DEN-084";275.947828136;"HG";"HM";"Biota";0.38284;"H";4;4;"H";"H";"L"
4;"DEN-084";275.947828136;"PB";"HM";"Biota";1.116191501;"H";4;4;"H";"H";"H"
4;"DEN-084";275.947828136;"BAP";"Org";"Biota";0.06;"H";3;3;"H";"M";"M"
4;"DEN-084";275.947828136;"CD";"HM";"Biota";1.464962121;"H";3;3;"H";"M";"H"
4;"DEN-084";275.947828136;"FLU";"Org";"Biota";0.063333333;"H";3;3;"H";"M";"M"
4;"DEN-084";275.947828136;"HG";"HM";"Biota";0.8398;"H";4;4;"H";"M";"M"
4;"DEN-084";275.947828136;"PB";"HM";"Biota";0.594405594;"H";4;4;"H";"M";"H"
4;"DEN-085";616.702486133;"BAP";"Org";"Biota";0.1;"H";1;1;"M";"H";"H"
4;"DEN-085";616.702486133;"CD";"HM";"Biota";0.70530303;"H";1;1;"M";"L";"M"
4;"DEN-085";616.702486133;"FLU";"Org";"Biota";0.152;"H";1;1;"M";"L";"H"
4;"DEN-085";616.702486133;"HG";"HM";"Biota";1.18237;"H";1;1;"M";"L";"L"
4;"DEN-085";616.702486133;"PB";"HM";"Biota";1.402259279;"H";1;1;"M";"M";"H"
4;"DEN-085";616.702486133;"ANT";"Org";"Sediment";0.905797101;"H";2;2;"H";"M";"L"
4;"DEN-085";616.702486133;"PB";"HM";"Sediment";0.071156534;"H";2;2;"H";"M";"L"
4;"DEN-085";616.702486133;"ANT";"Org";"Sediment";1.041666667;"H";2;2;"H";"L";"M"
4;"DEN-085";616.702486133;"CD";"HM";"Sediment";0.021124598;"H";1;1;"M";"L";"M"
4;"DEN-085";616.702486133;"PB";"HM";"Sediment";0.112173151;"H";2;2;"H";"M";"H"
4;"DEN-086";1279.65731663;"ANT";"Org";"Sediment";0.462962963;"H";11;11;"H";"L";"H"
4;"DEN-086";1279.65731663;"ANT";"Org";"Sediment";1.762820513;"H";11;11;"H";"M";"M"
