"AU_scale";"AU";"Area_km2";"Substance";"Type";"Matrix";"CR";"ConfThresh";"CountStations";"CountData";"ConfSpatial";"ConfMethod";"ConfTemp"
4;"DEN-001";71.8675112759;"FLU";"Org";"Biota";0.118321596;"H";3;3;"H";"H";"L"
4;"DEN-001";71.8675112759;"HG";"HM";"Biota";0.328249905;"H";3;4;"H";"M";"H"
4;"DEN-001";71.8675112759;"PB";"HM";"Biota";0.755203375;"H";3;4;"H";"M";"M"
4;"DEN-001";71.8675112759;"PB";"HM";"Sediment";0.918879603;"H";1;1;"H";"M";"M"
4;"DEN-002";51.6121863269;"HG";"HM";"Biota";3.024085645;"H";1;1;"H";"M";"M"
4;"DEN-002";51.6121863269;"PB";"HM";"Biota";0.870345531;"H";2;2;"H";"M";"M"
4;"DEN-002";51.6121863269;"PFOS";"Org";"Biota";0.090653023;"H";1;1;"H";"H";"H"
4;"DEN-002";51.6121863269;"SBD6";"Org";"Biota";40.75016755;"H";1;1;"H";"L";"H"
4;"DEN-002";51.6121863269;"SCB6";"Org";"Biota";0.60796685;"H";1;1;"H";"L";"L"
4;"DEN-002";51.6121863269;"SDX";"Org";"Biota";0.749172234;"H";1;1;"H";"M";"M"
4;"DEN-002";51.6121863269;"ANT";"Org";"Sediment";0.499185004;"H";1;1;"H";"L";"M"
4;"DEN-002";51.6121863269;"BAP";"Org";"Biota";0.154324791;"H";1;1;"H";"M";"H"
4;"DEN-002";51.6121863269;"CD";"HM";"Sediment";1.568198104;"H";1;1;"H";"M";"H"
4;"DEN-002";51.6121863269;"FLU";"Org";"Biota";0.053520214;"H";1;1;"H";"L";"L"
4;"DEN-002";51.6121863269;"PB";"HM";"Biota";0.827308583;"H";2;2;"H";"M";"M"
4;"DEN-002";51.6121863269;"PB";"HM";"Sediment";1.051037405;"H";1;1;"H";"L";"M"
4;"DEN-003";298.005630204;"BAP";"Org";"Biota";0.1742993;"H";6;6;"H";"L";"L"
4;"DEN-003";298.005630204;"CD";"HM";"Biota";2.460725854;"H";6;6;"H";"M";"L"
4;"DEN-003";298.005630204;"FLU";"Org";"Biota";0.036202294;"H";6;6;"H";"H";"H"
4;"DEN-003";298.005630204;"HG";"HM";"Biota";1.877748616;"H";8;8;"H";"L";"L"
4;"DEN-003";298.005630204;"PB";"HM";"Biota";1.716833738;"H";7;7;"H";"H";"L"
4;"DEN-003";298.005630204;"HG";"HM";"Biota";7.495629846;"H";8;8;"H";"L";"M"
4;"DEN-003";298.005630204;"ANT";"Org";"Sediment";27.33739837;"H";3;3;"H";"L";"L"
4;"DEN-003";298.005630204;"BAP";"Org";"Biota";0.126;"H";6;6;"H";"M";"H"
4;"DEN-003";298.005630204;"CD";"HM";"Biota";1.203299825;"H";6;6;"H";"M";"L"
4;"DEN-003";298.005630204;"CD";"HM";"Sediment";0.129611239;"H";1;1;"H";"L";"L"
4;"DEN-003";298.005630204;"FLU";"Org";"Biota";0.046666667;"H";6;6;"H";"L";"L"
4;"DEN-003";298.005630204;"HG";"HM";"Biota";1.26242;"H";8;8;"H";"L";"M"
4;"DEN-003";298.005630204;"PB";"HM";"Biota";0.939160839;"H";7;7;"H";"H";"L"
4;"DEN-003";298.005630204;"BAP";"Org";"Biota";0.183421635;"H";6;6;"H";"M";"H"
4;"DEN-003";298.005630204;"CD";"HM";"Biota";1.128455616;"H";6;6;"H";"H";"H"
4;"DEN-003";298.005630204;"FLU";"Org";"Biota";0.110910698;"H";6;6;"H";"H";"H"
4;"DEN-003";298.005630204;"HG";"HM";"Biota";3.008057694;"H";8;8;"H";"M";"H"
4;"DEN-003";298.005630204;"PB";"HM";"Biota";4.062624538;"H";7;7;"H";"H";"L"
4;"DEN-003";298.005630204;"BAP";"Org";"Biota";0.135339286;"H";6;6;"H";"L";"H"
4;"DEN-003";298.005630204;"CD";"HM";"Biota";1.711058937;"H";6;6;"H";"M";"M"
4;"DEN-003";298.005630204;"FLU";"Org";"Biota";0.105593231;"H";6;6;"H";"M";"L"
4;"DEN-003";298.005630204;"HG";"HM";"Biota";1.311895521;"H";8;8;"H";"H";"L"
4;"DEN-003";298.005630204;"PB";"HM";"Biota";1.291323181;"H";7;7;"H";"L";"L"
4;"DEN-003";298.005630204;"ANT";"Org";"Sediment";4.011627907;"H";3;3;"H";"M";"H"
4;"DEN-003";298.005630204;"ANT";"Org";"Sediment";1.416666667;"H";3;3;"H";"L";"H"
4;"DEN-003";298.005630204;"HBCD";"Org";"Biota";0.000670301;"H";1;1;"H";"M";"H"
4;"DEN-003";298.005630204;"HG";"HM";"Biota";8.56439902;"H";8;8;"H";"M";"M"
4;"DEN-003";298.005630204;"PB";"HM";"Biota";1.185922678;"H";7;7;"H";"L";"M"
4;"DEN-003";298.005630204;"PFOS";"Org";"Biota";0.025277622;"H";1;1;"H";"M";"H"
4;"DEN-003";298.005630204;"SBD6";"Org";"Biota";44.38945392;"H";1;1;"H";"H";"M"
4;"DEN-003";298.005630204;"SCB6";"Org";"Biota";0.183028508;"H";1;1;"H";"L";"H"
4;"DEN-003";298.005630204;"BAP";"Org";"Biota";0.112;"H";6;6;"H";"L";"H"
4;"DEN-003";298.005630204;"CD";"HM";"Biota";1.863286713;"H";6;6;"H";"L";"L"
4;"DEN-003";298.005630204;"FLU";"Org";"Biota";0.029;"H";6;6;"H";"H";"H"
4;"DEN-003";298.005630204;"HG";"HM";"Biota";1.92282;"H";8;8;"H";"L";"H"
4;"DEN-003";298.005630204;"PB";"HM";"Biota";1.507907477;"H";7;7;"H";"H";"M"
4;"DEN-003";298.005630204;"BAP";"Org";"Biota";0.1;"H";6;6;"H";"L";"L"
4;"DEN-003";298.005630204;"CD";"HM";"Biota";3.487762238;"H";6;6;"H";"M";"L"
4;"DEN-003";298.005630204;"FLU";"Org";"Biota";0.116666667;"H";6;6;"H";"M";"M"
4;"DEN-003";298.005630204;"HG";"HM";"Biota";1.686;"H";8;8;"H";"H";"H"
4;"DEN-003";298.005630204;"PB";"HM";"Biota";1.678321678;"H";7;7;"H";"M";"M"
4;"DEN-008";253.447566194;"BAP";"Org";"Biota";0.1;"H";2;2;"H";"H";"H"
4;"DEN-008";253.447566194;"CD";"HM";"Biota";1.231570513;"H";2;2;"H";"L";"L"
4;"DEN-008";253.447566194;"FLU";"Org";"Biota";0.039;"H";2;2;"H";"H";"M"
4;"DEN-008";253.447566194;"HG";"HM";"Biota";0.7975;"H";2;2;"H";"L";"L"
4;"DEN-008";253.447566194;"PB";"HM";"Biota";0.600591716;"H";2;2;"H";"L";"L"
4;"DEN-008";253.447566194;"BAP";"Org";"Biota";0.1;"H";2;2;"H";"L";"L"
4;"DEN-008";253.447566194;"CD";"HM";"Biota";1.999825175;"H";2;2;"H";"M";"M"
4;"DEN-008";253.447566194;"FLU";"Org";"Biota";0.037;"H";2;2;"H";"M";"L"
4;"DEN-008";253.447566194;"HG";"HM";"Biota";1.71585;"H";2;2;"H";"H";"H"
4;"DEN-008";253.447566194;"PB";"HM";"Biota";0.683700914;"H";2;2;"H";"L";"L"
4;"DEN-009";5.25386445981;"ANT";"Org";"Sediment";0.484848485;"H";2;2;"H";"H";"L"
4;"DEN-009";5.25386445981;"CD";"HM";"Sediment";1.104897671;"H";2;2;"H";"H";"L"
4;"DEN-009";5.25386445981;"PB";"HM";"Sediment";0.945131171;"H";2;2;"H";"L";"L"
4;"DEN-009";5.25386445981;"ANT";"Org";"Sediment";0.776748971;"H";2;2;"H";"M";"M"
4;"DEN-009";5.25386445981;"BAP";"Org";"Biota";0.14;"H";1;1;"H";"H";"L"
4;"DEN-009";5.25386445981;"CD";"HM";"Biota";0.289044289;"H";1;1;"H";"H";"M"
4;"DEN-009";5.25386445981;"CD";"HM";"Sediment";0.863896749;"H";2;2;"H";"L";"L"
4;"DEN-009";5.25386445981;"FLU";"Org";"Biota";0.182;"H";1;1;"H";"H";"M"
4;"DEN-009";5.25386445981;"HG";"HM";"Biota";0.51305;"H";1;1;"H";"M";"M"
4;"DEN-009";5.25386445981;"PB";"HM";"Biota";1.375739645;"H";1;1;"H";"H";"M"
4;"DEN-009";5.25386445981;"PB";"HM";"Sediment";0.650577212;"H";2;2;"H";"M";"M"
4;"DEN-012";57.2164449805;"BAP";"Org";"Biota";0.142464031;"H";2;2;"H";"M";"M"
4;"DEN-012";57.2164449805;"CD";"HM";"Biota";1.175341573;"H";2;2;"H";"H";"H"
4;"DEN-012";57.2164449805;"FLU";"Org";"Biota";0.080849655;"H";2;2;"H";"H";"L"
4;"DEN-012";57.2164449805;"HG";"HM";"Biota";1.066549802;"H";2;2;"H";"H";"H"
4;"DEN-012";57.2164449805;"PB";"HM";"Biota";1.541209942;"H";2;2;"H";"M";"M"
4;"DEN-012";57.2164449805;"BAP";"Org";"Biota";0.116;"H";2;2;"H";"H";"H"
4;"DEN-012";57.2164449805;"CD";"HM";"Biota";1.183289627;"H";2;2;"H";"H";"M"
4;"DEN-012";57.2164449805;"FLU";"Org";"Biota";0.097666667;"H";2;2;"H";"M";"M"
4;"DEN-012";57.2164449805;"HG";"HM";"Biota";0.7924;"H";2;2;"H";"H";"H"
4;"DEN-012";57.2164449805;"PB";"HM";"Biota";0.852501345;"H";2;2;"H";"L";"L"
4;"DEN-013";250.218601176;"BAP";"Org";"Biota";0.06;"H";1;1;"H";"H";"L"
4;"DEN-013";250.218601176;"CD";"HM";"Biota";0.126550117;"H";1;1;"H";"H";"M"
4;"DEN-013";250.218601176;"FLU";"Org";"Biota";0.11;"H";1;1;"H";"H";"L"
4;"DEN-013";250.218601176;"HG";"HM";"Biota";0.095052;"H";1;1;"H";"M";"H"
4;"DEN-013";250.218601176;"PB";"HM";"Biota";0.114900484;"H";1;1;"H";"H";"M"
4;"DEN-014";15.4568459692;"BAP";"Org";"Biota";0.215111907;"H";2;2;"H";"L";"H"
4;"DEN-014";15.4568459692;"CD";"HM";"Biota";1.750383525;"H";2;2;"H";"L";"H"
4;"DEN-014";15.4568459692;"FLU";"Org";"Biota";0.243083388;"H";2;2;"H";"L";"L"
4;"DEN-014";15.4568459692;"HG";"HM";"Biota";1.378238322;"H";3;3;"H";"H";"M"
4;"DEN-014";15.4568459692;"PB";"HM";"Biota";1.153750888;"H";3;3;"H";"M";"H"
4;"DEN-014";15.4568459692;"BAP";"Org";"Biota";0.172087674;"H";2;2;"H";"L";"M"
4;"DEN-014";15.4568459692;"CD";"HM";"Biota";1.227410695;"H";2;2;"H";"H";"L"
4;"DEN-014";15.4568459692;"FLU";"Org";"Biota";0.273962541;"H";2;2;"H";"H";"H"
4;"DEN-014";15.4568459692;"HG";"HM";"Biota";1.522961072;"H";3;3;"H";"L";"H"
4;"DEN-014";15.4568459692;"PB";"HM";"Biota";0.674568448;"H";3;3;"H";"L";"H"
4;"DEN-014";15.4568459692;"HBCD";"Org";"Biota";0.001885119;"H";1;2;"H";"H";"M"
4;"DEN-014";15.4568459692;"HBCD";"Org";"Biota";0.001518091;"H";1;2;"H";"L";"L"
4;"DEN-014";15.4568459692;"HG";"HM";"Biota";8.942675;"H";3;3;"H";"L";"M"
4;"DEN-014";15.4568459692;"PB";"HM";"Biota";2.543236537;"H";3;3;"H";"M";"M"
4;"DEN-014";15.4568459692;"PFOS";"Org";"Biota";0.04255634;"H";1;1;"H";"M";"L"
4;"DEN-014";15.4568459692;"SBD6";"Org";"Biota";76.25272331;"H";1;2;"H";"M";"M"
4;"DEN-014";15.4568459692;"SBD6";"Org";"Biota";59.65202983;"H";1;2;"H";"M";"H"
4;"DEN-014";15.4568459692;"SCB6";"Org";"Biota";0.351975309;"H";1;2;"H";"M";"H"
4;"DEN-014";15.4568459692;"SCB6";"Org";"Biota";0.260093897;"H";1;2;"H";"M";"M"
4;"DEN-014";15.4568459692;"SDX";"Org";"Biota";0.47666339;"H";1;2;"H";"L";"H"
4;"DEN-014";15.4568459692;"SDX";"Org";"Biota";0.275997725;"H";1;2;"H";"M";"M"
4;"DEN-016";40.9025082736;"ANT";"Org";"Sediment";0.089383938;"H";2;2;"H";"L";"M"
4;"DEN-016";40.9025082736;"CD";"HM";"Sediment";0.312750583;"H";2;2;"H";"M";"H"
4;"DEN-016";40.9025082736;"PB";"HM";"Sediment";0.202375519;"H";2;2;"H";"M";"L"
4;"DEN-016";40.9025082736;"ANT";"Org";"Sediment";0.081168831;"H";2;2;"H";"M";"H"
4;"DEN-016";40.9025082736;"CD";"HM";"Sediment";0.215810104;"H";2;2;"H";"L";"H"
4;"DEN-016";40.9025082736;"PB";"HM";"Sediment";0.187018621;"H";2;2;"H";"H";"L"
4;"DEN-017";82.0747671754;"ANT";"Org";"Sediment";0.736666667;"H";4;4;"H";"H";"M"
4;"DEN-017";82.0747671754;"CD";"HM";"Sediment";0.432614372;"H";4;4;"H";"M";"H"
4;"DEN-017";82.0747671754;"PB";"HM";"Sediment";0.040535248;"H";4;4;"H";"H";"L"
4;"DEN-017";82.0747671754;"ANT";"Org";"Sediment";0.620011403;"H";4;4;"H";"M";"L"
4;"DEN-017";82.0747671754;"CD";"HM";"Sediment";1.520963963;"H";4;4;"H";"H";"H"
4;"DEN-017";82.0747671754;"PB";"HM";"Sediment";0.457018964;"H";4;4;"H";"L";"L"
4;"DEN-017";82.0747671754;"ANT";"Org";"Sediment";0.615212528;"H";4;4;"H";"L";"L"
4;"DEN-017";82.0747671754;"CD";"HM";"Sediment";0.381990589;"H";4;4;"H";"L";"H"
4;"DEN-017";82.0747671754;"PB";"HM";"Sediment";0.149755712;"H";4;4;"H";"L";"L"
4;"DEN-017";82.0747671754;"ANT";"Org";"Sediment";1.664923291;"H";4;4;"H";"M";"H"
4;"DEN-017";82.0747671754;"CD";"HM";"Sediment";0.482449641;"H";4;4;"H";"M";"L"
4;"DEN-017";82.0747671754;"PB";"HM";"Sediment";0.259846457;"H";4;4;"H";"H";"L"
4;"DEN-019";363.721233753;"HBCD";"Org";"Biota";0.001024139;"H";1;1;"H";"M";"L"
4;"DEN-019";363.721233753;"HG";"HM";"Biota";3.923317434;"H";2;2;"H";"H";"L"
4;"DEN-019";363.721233753;"PB";"HM";"Biota";2.52713137;"H";2;2;"H";"M";"M"
4;"DEN-019";363.721233753;"PFOS";"Org";"Biota";0.028341335;"H";1;1;"H";"H";"M"
4;"DEN-019";363.721233753;"SBD6";"Org";"Biota";53.88261888;"H";1;1;"H";"M";"H"
4;"DEN-019";363.721233753;"SCB6";"Org";"Biota";0.154141567;"H";1;2;"H";"L";"H"
4;"DEN-019";363.721233753;"SCB6";"Org";"Biota";0.161111111;"H";1;2;"H";"H";"H"
4;"DEN-019";363.721233753;"SDX";"Org";"Biota";0.372666168;"H";1;1;"H";"M";"H"
4;"DEN-019";363.721233753;"ANT";"Org";"Sediment";0.777911325;"H";2;2;"H";"M";"H"
4;"DEN-019";363.721233753;"CD";"HM";"Sediment";0.2415932;"H";2;2;"H";"H";"L"
4;"DEN-019";363.721233753;"PB";"HM";"Sediment";0.658667031;"H";2;2;"H";"L";"M"
4;"DEN-019";363.721233753;"ANT";"Org";"Sediment";0.725481068;"H";2;2;"H";"L";"L"
4;"DEN-019";363.721233753;"CD";"HM";"Sediment";0.337400586;"H";2;2;"H";"M";"L"
4;"DEN-019";363.721233753;"PB";"HM";"Sediment";0.69103278;"H";2;2;"H";"H";"M"
4;"DEN-019";363.721233753;"BAP";"Org";"Biota";0.06;"H";1;1;"H";"M";"H"
4;"DEN-019";363.721233753;"CD";"HM";"Biota";1.61474359;"H";1;1;"H";"H";"L"
4;"DEN-019";363.721233753;"FLU";"Org";"Biota";0.096666667;"H";1;1;"H";"L";"M"
4;"DEN-019";363.721233753;"HG";"HM";"Biota";0.53128;"H";2;2;"H";"M";"L"
4;"DEN-019";363.721233753;"PB";"HM";"Biota";1.379666487;"H";2;2;"H";"M";"H"
4;"DEN-020";101.005642519;"BAP";"Org";"Biota";0.11171392;"H";1;1;"H";"M";"H"
4;"DEN-020";101.005642519;"CD";"HM";"Biota";1.39793209;"H";1;1;"H";"L";"L"
4;"DEN-020";101.005642519;"FLU";"Org";"Biota";0.084221929;"H";1;1;"H";"M";"M"
4;"DEN-020";101.005642519;"HG";"HM";"Biota";0.6407373;"H";1;1;"H";"M";"L"
4;"DEN-020";101.005642519;"PB";"HM";"Biota";0.994970018;"H";1;1;"H";"M";"H"
4;"DEN-021";555.213233905;"ANT";"Org";"Sediment";0.791666667;"H";1;1;"M";"M";"H"
4;"DEN-021";555.213233905;"CD";"HM";"Sediment";0.136764964;"H";1;1;"M";"M";"M"
4;"DEN-021";555.213233905;"PB";"HM";"Sediment";0.077964161;"H";1;1;"M";"M";"H"
4;"DEN-022";21.8657674318;"ANT";"Org";"Sediment";1.532211292;"H";1;1;"H";"H";"L"
4;"DEN-022";21.8657674318;"BAP";"Org";"Biota";0.14;"H";2;2;"H";"M";"M"
4;"DEN-022";21.8657674318;"CD";"HM";"Biota";0.821314103;"H";2;2;"H";"M";"H"
4;"DEN-022";21.8657674318;"CD";"HM";"Sediment";0.403026396;"H";1;1;"H";"H";"M"
4;"DEN-022";21.8657674318;"FLU";"Org";"Biota";0.173333333;"H";2;2;"H";"M";"M"
4;"DEN-022";21.8657674318;"HG";"HM";"Biota";0.680625;"H";2;2;"H";"L";"L"
4;"DEN-022";21.8657674318;"PB";"HM";"Biota";0.887573964;"H";2;2;"H";"L";"M"
4;"DEN-022";21.8657674318;"PB";"HM";"Sediment";0.16333704;"H";1;1;"H";"L";"L"
4;"DEN-022";21.8657674318;"BAP";"Org";"Biota";0.247481648;"H";2;2;"H";"H";"M"
4;"DEN-022";21.8657674318;"CD";"HM";"Biota";1.279300565;"H";2;2;"H";"M";"L"
4;"DEN-022";21.8657674318;"FLU";"Org";"Biota";0.139998548;"H";2;2;"H";"M";"H"
4;"DEN-022";21.8657674318;"HG";"HM";"Biota";0.8651707;"H";2;2;"H";"M";"L"
4;"DEN-022";21.8657674318;"PB";"HM";"Biota";0.998063545;"H";2;2;"H";"H";"M"
4;"DEN-023";132.913813907;"ANT";"Org";"Sediment";0.270061728;"H";1;1;"H";"H";"L"
4;"DEN-023";132.913813907;"CD";"HM";"Sediment";0.269634103;"H";1;1;"H";"L";"L"
4;"DEN-023";132.913813907;"PB";"HM";"Sediment";0.139548579;"H";1;1;"H";"M";"L"
4;"DEN-024";5.18703050867;"ANT";"Org";"Sediment";3.382731959;"H";1;1;"H";"H";"H"
4;"DEN-024";5.18703050867;"CD";"HM";"Sediment";1.10552649;"H";1;1;"H";"M";"M"
4;"DEN-024";5.18703050867;"PB";"HM";"Sediment";0.618069781;"H";1;1;"H";"H";"H"
4;"DEN-024";5.18703050867;"BAP";"Org";"Biota";0.1;"H";1;1;"H";"L";"L"
4;"DEN-024";5.18703050867;"CD";"HM";"Biota";0.840034965;"H";1;1;"H";"H";"L"
4;"DEN-024";5.18703050867;"FLU";"Org";"Biota";0.153333333;"H";1;1;"H";"L";"M"
4;"DEN-024";5.18703050867;"HG";"HM";"Biota";1.674;"H";1;1;"H";"M";"H"
4;"DEN-024";5.18703050867;"PB";"HM";"Biota";1.100591716;"H";1;1;"H";"M";"M"
4;"DEN-027";4.80879142194;"BAP";"Org";"Biota";0.06;"H";1;1;"H";"L";"M"
4;"DEN-027";4.80879142194;"CD";"HM";"Biota";0.659353147;"H";1;1;"H";"H";"L"
4;"DEN-027";4.80879142194;"FLU";"Org";"Biota";0.153333333;"H";1;1;"H";"L";"M"
4;"DEN-027";4.80879142194;"HG";"HM";"Biota";0.76224;"H";1;1;"H";"L";"H"
4;"DEN-027";4.80879142194;"PB";"HM";"Biota";0.76880043;"H";1;1;"H";"L";"L"
4;"DEN-030";6.68771913655;"ANT";"Org";"Sediment";0.34063981;"H";1;1;"H";"L";"H"
4;"DEN-030";6.68771913655;"BAP";"Org";"Biota";0.202225043;"H";1;1;"H";"M";"M"
4;"DEN-030";6.68771913655;"CD";"HM";"Biota";0.974073211;"H";1;1;"H";"M";"M"
4;"DEN-030";6.68771913655;"CD";"HM";"Sediment";0.631500919;"H";1;1;"H";"H";"H"
4;"DEN-030";6.68771913655;"FLU";"Org";"Biota";0.077383371;"H";1;1;"H";"H";"M"
4;"DEN-030";6.68771913655;"HG";"HM";"Biota";0.886457688;"H";1;2;"H";"L";"L"
4;"DEN-030";6.68771913655;"HG";"HM";"Biota";2.65;"H";1;2;"H";"H";"L"
4;"DEN-030";6.68771913655;"PB";"HM";"Biota";0.368382562;"H";1;1;"H";"H";"L"
4;"DEN-030";6.68771913655;"PB";"HM";"Sediment";0.143159164;"H";1;1;"H";"H";"M"
4;"DEN-042";10.3140072988;"ANT";"Org";"Sediment";0.432585825;"H";1;1;"H";"L";"H"
4;"DEN-042";10.3140072988;"BAP";"Org";"Biota";0.134;"H";1;1;"H";"L";"H"
4;"DEN-042";10.3140072988;"CD";"HM";"Biota";1.371153846;"H";1;1;"H";"M";"L"
4;"DEN-042";10.3140072988;"CD";"HM";"Sediment";0.587178347;"H";1;1;"H";"L";"M"
4;"DEN-042";10.3140072988;"FLU";"Org";"Biota";0.103333333;"H";1;1;"H";"L";"L"
4;"DEN-042";10.3140072988;"HG";"HM";"Biota";1.08438;"H";1;1;"H";"H";"L"
4;"DEN-042";10.3140072988;"PB";"HM";"Biota";0.770414201;"H";1;1;"H";"M";"M"
4;"DEN-042";10.3140072988;"PB";"HM";"Sediment";0.350106291;"H";1;1;"H";"L";"H"
4;"DEN-048";8.09531027363;"ANT";"Org";"Sediment";1712.748344;"H";2;2;"H";"L";"H"
4;"DEN-048";8.09531027363;"CD";"HM";"Sediment";0.444624931;"H";2;2;"H";"H";"L"
4;"DEN-048";8.09531027363;"PB";"HM";"Sediment";0.196137751;"H";2;2;"H";"M";"M"
4;"DEN-048";8.09531027363;"ANT";"Org";"Sediment";1.745185695;"H";2;2;"H";"M";"M"
4;"DEN-048";8.09531027363;"CD";"HM";"Sediment";0.69230885;"H";2;2;"H";"M";"M"
4;"DEN-048";8.09531027363;"PB";"HM";"Sediment";0.400969302;"H";2;2;"H";"H";"M"
4;"DEN-048";8.09531027363;"BAP";"Org";"Biota";0.08;"H";1;1;"H";"H";"L"
4;"DEN-048";8.09531027363;"CD";"HM";"Biota";0.017212995;"H";1;1;"H";"L";"M"
4;"DEN-048";8.09531027363;"FLU";"Org";"Biota";0.16;"H";1;1;"H";"M";"M"
4;"DEN-048";8.09531027363;"HG";"HM";"Biota";0.01717;"H";1;1;"H";"L";"H"
4;"DEN-048";8.09531027363;"PB";"HM";"Biota";0.009144701;"H";1;1;"H";"L";"L"
4;"DEN-049";67.0218933131;"CD";"HM";"Biota";1.228365385;"H";2;2;"H";"H";"L"
4;"DEN-049";67.0218933131;"HG";"HM";"Biota";0.17325;"H";2;2;"H";"H";"M"
4;"DEN-049";67.0218933131;"PB";"HM";"Biota";0.24852071;"H";2;2;"H";"H";"M"
4;"DEN-049";67.0218933131;"BAP";"Org";"Biota";0.06;"H";1;1;"H";"M";"H"
4;"DEN-049";67.0218933131;"CD";"HM";"Biota";1.213344988;"H";2;2;"H";"H";"L"
4;"DEN-049";67.0218933131;"FLU";"Org";"Biota";0.1;"H";1;1;"H";"H";"L"
4;"DEN-049";67.0218933131;"HG";"HM";"Biota";0.80626;"H";2;2;"H";"M";"L"
4;"DEN-049";67.0218933131;"PB";"HM";"Biota";0.476600323;"H";2;2;"H";"M";"M"
4;"DEN-049";67.0218933131;"ANT";"Org";"Sediment";0.298062593;"H";1;1;"H";"L";"H"
4;"DEN-051";207.778114075;"BAP";"Org";"Biota";0.12;"H";2;2;"H";"M";"L"
4;"DEN-051";207.778114075;"CD";"HM";"Biota";0.011225233;"H";2;2;"H";"M";"L"
4;"DEN-051";207.778114075;"FLU";"Org";"Biota";0.233333333;"H";2;2;"H";"M";"L"
4;"DEN-051";207.778114075;"HG";"HM";"Biota";0.0069;"H";2;2;"H";"M";"L"
4;"DEN-051";207.778114075;"PB";"HM";"Biota";0.007423346;"H";2;2;"H";"H";"M"
4;"DEN-051";207.778114075;"BAP";"Org";"Biota";0.12680694;"H";2;2;"H";"H";"M"
4;"DEN-051";207.778114075;"CD";"HM";"Biota";1.301551964;"H";2;2;"H";"L";"L"
4;"DEN-051";207.778114075;"FLU";"Org";"Biota";0.230786096;"H";2;2;"H";"M";"M"
4;"DEN-051";207.778114075;"HG";"HM";"Biota";0.733324812;"H";2;2;"H";"L";"L"
4;"DEN-051";207.778114075;"PB";"HM";"Biota";1.155251611;"H";2;2;"H";"L";"M"
4;"DEN-052";46.2324885578;"BAP";"Org";"Biota";0.259449355;"H";2;2;"H";"M";"M"
4;"DEN-052";46.2324885578;"CD";"HM";"Biota";1.331738114;"H";2;2;"H";"L";"L"
4;"DEN-052";46.2324885578;"FLU";"Org";"Biota";0.184342333;"H";2;2;"H";"M";"L"
4;"DEN-052";46.2324885578;"HG";"HM";"Biota";1.174422011;"H";2;2;"H";"L";"L"
4;"DEN-052";46.2324885578;"PB";"HM";"Biota";1.165560665;"H";2;2;"H";"L";"L"
4;"DEN-052";46.2324885578;"ANT";"Org";"Sediment";4.545454545;"H";2;2;"H";"L";"M"
4;"DEN-052";46.2324885578;"CD";"HM";"Sediment";0.618088857;"H";2;2;"H";"M";"H"
4;"DEN-052";46.2324885578;"PB";"HM";"Sediment";0.306934062;"H";2;2;"H";"H";"L"
4;"DEN-052";46.2324885578;"ANT";"Org";"Sediment";0.857843137;"H";2;2;"H";"M";"M"
