"AU_scale";"AU";"Area_km2";"Substance";"Type";"Matrix";"CR";"ConfThresh";"CountStations";"CountData";"ConfSpatial";"ConfMethod";"ConfTemp"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"BAP";"Org";"Biota";0.158;"H";10;10;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Biota";2.511727855;"H";10;10;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"FLU";"Org";"Biota";0.055333333;"H";10;10;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";2.122365;"H";11;12;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";1.726896181;"H";11;12;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"BAP";"Org";"Biota";0.1;"H";10;10;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Biota";2.967730186;"H";10;10;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"FLU";"Org";"Biota";0.14;"H";10;10;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";0.81875;"H";11;12;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";1.409359871;"H";11;12;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Org";"Sediment";4.660087719;"H";11;11;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"BAP";"Org";"Biota";0.172047049;"H";10;10;"H";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Biota";1.611241207;"H";10;10;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Sediment";0.132360119;"H";11;11;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"FLU";"Org";"Biota";0.120690767;"H";10;10;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";1.627989327;"H";11;12;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";1.955437376;"H";11;12;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Sediment";0.257952183;"H";10;10;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Org";"Sediment";1.590909091;"H";11;11;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Sediment";0.677038515;"H";11;11;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Sediment";0.612344132;"H";10;10;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"BAP";"Org";"Biota";0.12;"H";10;10;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Biota";2.968531469;"H";10;10;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"FLU";"Org";"Biota";0.183333333;"H";10;10;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";0.8856;"H";11;12;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";1.781603012;"H";11;12;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Org";"Sediment";3.382731959;"H";11;11;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Sediment";1.10552649;"H";11;11;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Sediment";0.618069781;"H";10;10;"H";"L";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"BAP";"Org";"Biota";0.1;"H";10;10;"H";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Biota";0.840034965;"H";10;10;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"FLU";"Org";"Biota";0.153333333;"H";10;10;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";1.674;"H";11;12;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";1.100591716;"H";11;12;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Org";"Sediment";0.270061728;"H";11;11;"H";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Sediment";0.269634103;"H";11;11;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Sediment";0.139548579;"H";10;10;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Org";"Sediment";0.791666667;"H";11;11;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Sediment";0.136764964;"H";11;11;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Sediment";0.077964161;"H";10;10;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Org";"Sediment";1.532211292;"H";11;11;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"BAP";"Org";"Biota";0.14;"H";10;10;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Biota";0.821314103;"H";10;10;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Sediment";0.403026396;"H";11;11;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"FLU";"Org";"Biota";0.173333333;"H";10;10;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";0.680625;"H";11;12;"H";"L";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";0.887573964;"H";11;12;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Sediment";0.16333704;"H";10;10;"H";"L";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"BAP";"Org";"Biota";0.247481648;"H";10;10;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Biota";1.279300565;"H";10;10;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"FLU";"Org";"Biota";0.139998548;"H";10;10;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";0.8651707;"H";11;12;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";0.998063545;"H";11;12;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HBCD";"Org";"Biota";0.001024139;"H";2;2;"M";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";3.923317434;"H";11;12;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";2.52713137;"H";11;12;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PFOS";"Org";"Biota";0.028341335;"H";2;2;"M";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"SBD6";"Org";"Biota";53.88261888;"H";2;2;"M";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"SCB6";"Org";"Biota";0.154141567;"H";2;3;"M";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"SCB6";"Org";"Biota";0.161111111;"H";2;3;"M";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"SDX";"Org";"Biota";0.372666168;"H";2;2;"M";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Org";"Sediment";0.777911325;"H";11;11;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Sediment";0.2415932;"H";11;11;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Sediment";0.658667031;"H";10;10;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Org";"Sediment";0.725481068;"H";11;11;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Sediment";0.337400586;"H";11;11;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Sediment";0.69103278;"H";10;10;"H";"L";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"BAP";"Org";"Biota";0.06;"H";10;10;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"HM";"Biota";1.61474359;"H";10;10;"H";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"FLU";"Org";"Biota";0.096666667;"H";10;10;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"HG";"HM";"Biota";0.53128;"H";11;12;"H";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"HM";"Biota";1.379666487;"H";11;12;"H";"M";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"CS-137";"Rad";"Water";1.548740998;"H";1;1;"M";"H";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"BAP";"Org";"Biota";0.044968776;"H";1;1;"M";"H";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"CD";"HM";"Biota";1.902672646;"H";1;1;"M";"M";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"FLU";"Org";"Biota";0.026618077;"H";1;1;"M";"H";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"HG";"HM";"Biota";0.487863718;"H";1;2;"M";"L";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"HG";"HM";"Biota";3.919310483;"H";1;2;"M";"H";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"PB";"HM";"Biota";0.867369027;"H";1;1;"M";"M";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"SCB6";"Org";"Biota";0.231231055;"H";1;1;"M";"L";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"CD";"HM";"Water";0.22;"H";2;2;"M";"L";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"PB";"HM";"Water";0.029230769;"H";2;2;"M";"M";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"CD";"HM";"Sediment";0.796980228;"H";1;1;"M";"M";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"CD";"HM";"Water";0.46;"H";2;2;"M";"M";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"PB";"HM";"Sediment";0.584353957;"H";1;1;"M";"M";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"PB";"HM";"Water";0.234104109;"H";2;2;"M";"L";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"CS-137";"Rad";"Biota";0.586626914;"H";1;1;"M";"L";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"BAP";"Org";"Biota";0.135578399;"H";2;2;"H";"H";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"HM";"Biota";1.701550998;"H";2;2;"H";"L";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"HM";"Sediment";0.465122183;"H";2;2;"H";"H";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"HM";"Water";0.365527262;"H";2;2;"H";"M";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"FLU";"Org";"Biota";0.05438186;"H";2;2;"H";"H";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"HG";"HM";"Biota";0.656740405;"H";2;3;"H";"M";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"HM";"Biota";1.290886492;"H";2;2;"H";"H";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"HM";"Sediment";0.410523114;"H";2;2;"H";"L";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"HM";"Water";0.132834898;"H";2;2;"H";"M";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"HM";"Water";0.365527262;"H";2;2;"H";"M";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"HM";"Water";0.051897132;"H";2;2;"H";"L";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"BAP";"Org";"Biota";0.05310552;"H";2;2;"H";"H";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"HM";"Biota";1.446251978;"H";2;2;"H";"L";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"HM";"Sediment";0.736192114;"H";2;2;"H";"L";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"FLU";"Org";"Biota";0.038996849;"H";2;2;"H";"L";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"HG";"HM";"Biota";0.651048445;"H";2;3;"H";"M";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"HG";"HM";"Biota";9.49408451;"H";2;3;"H";"M";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"HM";"Biota";1.023255984;"H";2;2;"H";"M";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"HM";"Sediment";0.372725289;"H";2;2;"H";"M";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"SCB6";"Org";"Biota";0.435305322;"H";1;1;"M";"M";"L"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"BAP";"Org";"Biota";0.14;"H";1;1;"H";"H";"L"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"CD";"HM";"Biota";1.240646853;"H";1;1;"H";"M";"M"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"FLU";"Org";"Biota";0.193333333;"H";1;1;"H";"M";"M"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"HG";"HM";"Biota";1.06074;"H";1;1;"H";"H";"M"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"PB";"HM";"Biota";0.803657881;"H";1;1;"H";"M";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"HM";"Biota";1.107226107;"H";3;3;"H";"L";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"HG";"HM";"Biota";67;"H";3;3;"H";"H";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"HM";"Biota";0.484131253;"H";3;3;"H";"M";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CS-137";"Rad";"Water";1.115544444;"H";3;3;"H";"H";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CS-137";"Rad";"Water";0.993555556;"H";3;3;"H";"L";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"CS-137";"Rad";"Water";1.176961102;"H";3;3;"H";"L";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Org";"Sediment";103.1353135;"H";7;7;"H";"M";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Org";"Sediment";6.684491979;"H";7;7;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"HM";"Water";0.1;"H";4;4;"H";"H";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"HM";"Water";0.153846154;"H";4;4;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"PFOS";"Org";"Water";1.307692308;"H";2;2;"H";"H";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"HM";"Biota";1.118862483;"H";3;3;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"HG";"HM";"Biota";0.707208814;"H";3;3;"H";"H";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"HM";"Biota";0.837210077;"H";3;3;"H";"H";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"HM";"Biota";1.399377724;"H";3;3;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"HG";"HM";"Biota";0.900536174;"H";3;3;"H";"M";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"HM";"Biota";1.203738341;"H";3;3;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"HM";"Water";0.078548748;"H";4;4;"H";"M";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"HM";"Water";0.12778356;"H";4;4;"H";"L";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"PFOS";"Org";"Water";1.230769231;"H";2;2;"H";"M";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Org";"Sediment";4.161464836;"H";7;7;"H";"M";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"HM";"Water";0.1;"H";4;4;"H";"M";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"HM";"Water";0.153846154;"H";4;4;"H";"L";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Org";"Sediment";2.34741784;"H";7;7;"H";"M";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Org";"Sediment";1.072501073;"H";7;7;"H";"M";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"HM";"Water";0.082540419;"H";4;4;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"HM";"Water";0.154642712;"H";4;4;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Org";"Sediment";1.086956522;"H";7;7;"H";"H";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Org";"Sediment";0.564102564;"H";7;7;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";1.607142857;"H";66;66;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.070827715;"H";55;55;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";3.205128205;"H";66;66;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";0.741525424;"H";66;66;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";0.612745098;"H";66;66;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";0.759548611;"H";66;66;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.629102185;"H";55;55;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Sediment";0.245171118;"H";53;53;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";0.587228517;"H";66;66;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.76151069;"H";55;55;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Sediment";0.282764174;"H";53;53;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.280695591;"H";55;55;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";1.590909091;"H";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";1.593137255;"H";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";2.827380952;"H";66;66;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.186463216;"H";55;55;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Sediment";0.365571298;"H";53;53;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HBCD";"Org";"Biota";0.00273527;"H";6;7;"M";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";2.1583;"H";66;67;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";3.452038245;"H";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PFOS";"Org";"Biota";0.034274175;"H";7;7;"M";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"SBD6";"Org";"Biota";95.13435004;"H";5;6;"M";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"SCB6";"Org";"Biota";1.8781893;"H";6;7;"M";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"SDX";"Org";"Biota";1.333795726;"H";5;6;"M";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";2.519248188;"H";66;66;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.178255056;"H";55;55;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Sediment";0.41617079;"H";53;53;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";1.29804934;"H";66;66;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.921440954;"H";55;55;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Sediment";0.724920255;"H";53;53;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";0.789988814;"H";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.289016282;"H";55;55;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Sediment";0.432921395;"H";53;53;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.087249268;"H";56;56;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";1.493004581;"H";59;59;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.097172247;"H";56;56;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";0.514861988;"H";66;67;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";0.425705412;"H";66;66;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.24;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";1.886509324;"H";59;59;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.1;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";0.38284;"H";66;67;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";1.116191501;"H";66;66;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";0.64701897;"H";66;66;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.761234085;"H";55;55;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Sediment";0.619375253;"H";53;53;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.1;"H";56;56;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";2.285037879;"H";59;59;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.33;"H";56;56;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";0.53105;"H";66;67;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";0.531468531;"H";66;66;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.06;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";1.464962121;"H";59;59;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.063333333;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";0.8398;"H";66;67;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";0.594405594;"H";66;66;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";1.460054871;"H";66;66;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Sediment";0.175695936;"H";55;55;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Sediment";0.416210747;"H";53;53;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.194;"H";56;56;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";1.90895979;"H";59;59;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.060333333;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";0.750105;"H";66;67;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";0.510758472;"H";66;66;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.12;"H";56;56;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";1.145257867;"H";59;59;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.063666667;"H";56;56;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";0.533775;"H";66;67;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";0.522054868;"H";66;66;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.06;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";1.175480769;"H";59;59;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.056666667;"H";56;56;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";1.2388;"H";66;67;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";0.701452394;"H";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";0.466666667;"H";66;66;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"ANT";"Org";"Sediment";1.089255499;"H";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.1;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";1.108974359;"H";59;59;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.196666667;"H";56;56;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";0.7093;"H";66;67;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"HM";"Biota";1.20979021;"H";66;66;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Org";"Biota";0.102602973;"H";56;56;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"HM";"Biota";0.989278791;"H";59;59;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Org";"Biota";0.15604509;"H";56;56;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"HM";"Biota";0.756845727;"H";66;67;"H";"M";"M"
