"Station";"longitude";"latitude";"Matrix";"Substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfStatus";"Datatype"
"SJYLBHN5003";9.57633;55.37267;"Biota";"HG";"HM";0.9435;"All";"+";"H";"H";"All"
"SJYLBHN5003";9.57633;55.37267;"Biota";"PB";"HM";0.406024744;"All";"+";"H";"H";"All"
"SJYLBME5001";9.77042;55.14015;"Sediment";"ANT";"Org";0.746496039;"All";"+";"H";"H";"All"
"SJYLBME5001";9.77042;55.14015;"Sediment";"CD";"HM";0.433810792;"All";"+";"H";"H";"All"
"SJYLBME5001";9.77042;55.14015;"Sediment";"PB";"HM";0.47736817;"All";"+";"H";"H";"All"
"SJYLBME5004";9.753;55.084;"Biota";"BAP";"Org";0.08;"All";"+";"H";"H";"All"
"SJYLBME5004";9.753;55.084;"Biota";"CD";"HM";1.192125583;"All";"+";"H";"H";"All"
"SJYLBME5004";9.753;55.084;"Biota";"FLU";"Org";0.143333333;"All";"+";"H";"H";"All"
"SJYLBME5004";9.753;55.084;"Biota";"HG";"HM";0.703025;"All";"+";"H";"H";"All"
"SJYLBME5004";9.753;55.084;"Biota";"PB";"HM";0.37197418;"All";"+";"H";"H";"All"
"SJYLBML5007";9.635;55.12667;"Biota";"CD";"HM";1.544507576;"All";"+";"H";"H";"All"
"SJYLBML5007";9.635;55.12667;"Biota";"HG";"HM";0.3495;"All";"+";"H";"H";"All"
"SJYLBML5007";9.635;55.12667;"Biota";"PB";"HM";0.752017214;"All";"+";"H";"H";"All"
"SJYLBML5008";9.5145;55.12133;"Sediment";"ANT";"Org";0.49112801;"All";"+";"H";"H";"All"
"SJYLBML5009";9.48117;55.12367;"Sediment";"ANT";"Org";0.704887218;"All";"+";"H";"H";"All"
"SJYLBML5009";9.48117;55.12367;"Sediment";"CD";"HM";7.26138142;"All";"+";"H";"H";"All"
"SJYLBML5009";9.48117;55.12367;"Sediment";"PB";"HM";4.428856563;"All";"+";"H";"H";"All"
"SJYLBSY5001";9.96917;55.00633;"Biota";"BAP";"Org";0.065088891;"All";"+";"H";"H";"All"
"SJYLBSY5001";9.96917;55.00633;"Biota";"CD";"HM";3.276187382;"All";"+";"H";"H";"All"
"SJYLBSY5001";9.96917;55.00633;"Biota";"FLU";"Org";0.078763755;"All";"+";"H";"H";"All"
"SJYLBSY5001";9.96917;55.00633;"Biota";"HG";"HM";0.606981603;"All";"+";"H";"H";"All"
"SJYLBSY5001";9.96917;55.00633;"Biota";"PB";"HM";0.637284788;"All";"+";"H";"H";"All"
"SJYLBSY5002";9.97917;55.03117;"Sediment";"ANT";"Org";0.859678314;"All";"+";"H";"H";"All"
"SJYLBSY5002";9.97917;55.03117;"Sediment";"CD";"HM";0.587243622;"All";"+";"H";"H";"All"
"SJYLBSY5002";9.97917;55.03117;"Sediment";"PB";"HM";0.610794213;"All";"+";"H";"H";"All"
"Skomakarfjärden";23.94336;65.74488;"Biota";"HG";"HM";6.982120022;"All";"+";"H";"H";"All"
"Skomakarfjärden";23.94336;65.74488;"Biota";"SBD6";"Org";294.1176471;"All";"+";"H";"H";"All"
"Skomakarfjärden";23.94336;65.74488;"Biota";"SCB6";"Org";0.159649123;"All";"+";"H";"H";"All"
"southwest Vekara";20.1155;60.5548;"Biota";"HBCD";"Org";0.001364207;"All";"+";"H";"H";"All"
"southwest Vekara";20.1155;60.5548;"Biota";"HG";"HM";1;"All";"+";"H";"H";"All"
"southwest Vekara";20.1155;60.5548;"Biota";"SBD6";"Org";21.22201708;"All";"+";"H";"H";"All"
"southwest Vekara";20.1155;60.5548;"Biota";"SCB6";"Org";0.058261634;"All";"+";"H";"H";"All"
"Stenskärsfjärden";21.44598;62.98108;"Biota";"HG";"HM";5.744562647;"All";"+";"H";"H";"All"
"STO0101134";11.6555;55.0595;"Sediment";"ANT";"Org";0.699012323;"All";"+";"H";"H";"All"
"STO0101134";11.6555;55.0595;"Sediment";"CD";"HM";0.037587377;"All";"+";"H";"H";"All"
"STO0101134";11.6555;55.0595;"Sediment";"PB";"HM";0.075;"All";"+";"H";"H";"All"
"STO0101400";11.7855;55.0412;"Biota";"HBCD";"Org";0.002138921;"All";"+";"H";"H";"All"
"STO0101400";11.7855;55.0412;"Biota";"HG";"HM";3.943859582;"All";"+";"H";"H";"All"
"STO0101400";11.7855;55.0412;"Biota";"PB";"HM";2.105950993;"All";"+";"H";"H";"All"
"STO0101400";11.7855;55.0412;"Biota";"PFOS";"Org";0.084583298;"All";"+";"H";"H";"All"
"STO0101400";11.7855;55.0412;"Biota";"SBD6";"Org";57.06151709;"All";"+";"H";"H";"All"
"STO0101400";11.7855;55.0412;"Biota";"SCB6";"Org";0.287636364;"All";"+";"H";"H";"All"
"STO0101400";11.7855;55.0412;"Biota";"SDX";"Org";0.535201958;"All";"+";"H";"H";"All"
"STO0102063";11.693;55.20333;"Biota";"BAP";"Org";0.215111907;"All";"+";"H";"H";"All"
"STO0102063";11.693;55.20333;"Biota";"CD";"HM";1.750383525;"All";"+";"H";"H";"All"
"STO0102063";11.693;55.20333;"Biota";"FLU";"Org";0.243083388;"All";"+";"H";"H";"All"
"STO0102063";11.693;55.20333;"Biota";"HG";"HM";1.378238322;"All";"+";"H";"H";"All"
"STO0102063";11.693;55.20333;"Biota";"PB";"HM";1.153750888;"All";"+";"H";"H";"All"
"STO0102065";11.691;55.20283;"Biota";"BAP";"Org";0.172087674;"All";"+";"H";"H";"All"
"STO0102065";11.691;55.20283;"Biota";"CD";"HM";1.227410695;"All";"+";"H";"H";"All"
"STO0102065";11.691;55.20283;"Biota";"FLU";"Org";0.273962541;"All";"+";"H";"H";"All"
"STO0102065";11.691;55.20283;"Biota";"HG";"HM";1.522961072;"All";"+";"H";"H";"All"
"STO0102065";11.691;55.20283;"Biota";"PB";"HM";0.674568448;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"HBCD";"Org";0.001885119;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"HBCD";"Org";0.001518091;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"HG";"HM";8.942675;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"PB";"HM";2.543236537;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"PFOS";"Org";0.04255634;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"SBD6";"Org";76.25272331;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"SBD6";"Org";59.65202983;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"SCB6";"Org";0.351975309;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"SCB6";"Org";0.260093897;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"SDX";"Org";0.47666339;"All";"+";"H";"H";"All"
"STO0102400";11.66333;55.18717;"Biota";"SDX";"Org";0.275997725;"All";"+";"H";"H";"All"
"STO0104015";11.77045;55.06865;"Sediment";"ANT";"Org";0.089383938;"All";"+";"H";"H";"All"
"STO0104015";11.77045;55.06865;"Sediment";"CD";"HM";0.312750583;"All";"+";"H";"H";"All"
"STO0104015";11.77045;55.06865;"Sediment";"PB";"HM";0.202375519;"All";"+";"H";"H";"All"
"STO0104016";11.71132;55.08042;"Sediment";"ANT";"Org";0.081168831;"All";"+";"H";"H";"All"
"STO0104016";11.71132;55.08042;"Sediment";"CD";"HM";0.215810104;"All";"+";"H";"H";"All"
"STO0104016";11.71132;55.08042;"Sediment";"PB";"HM";0.187018621;"All";"+";"H";"H";"All"
"STO0201113";11.27217;55.02667;"Sediment";"ANT";"Org";3.586295417;"All";"+";"H";"H";"All"
"STO0201113";11.27217;55.02667;"Biota";"BAP";"Org";0.164072338;"All";"+";"H";"H";"All"
"STO0201113";11.27217;55.02667;"Biota";"CD";"HM";1.828540865;"All";"+";"H";"H";"All"
"STO0201113";11.27217;55.02667;"Sediment";"CD";"HM";0.29425636;"All";"+";"H";"H";"All"
"STO0201113";11.27217;55.02667;"Biota";"FLU";"Org";0.092932349;"All";"+";"H";"H";"All"
"STO0201113";11.27217;55.02667;"Biota";"HG";"HM";0.912056062;"All";"+";"H";"H";"All"
"STO0201113";11.27217;55.02667;"Biota";"PB";"HM";0.918582622;"All";"+";"H";"H";"All"
"STO0201113";11.27217;55.02667;"Sediment";"PB";"HM";0.476701105;"All";"+";"H";"H";"All"
"STO0201135";11.49517;54.87893;"Biota";"BAP";"Org";0.06;"All";"+";"H";"H";"All"
"STO0201135";11.49517;54.87893;"Biota";"CD";"HM";0.126550117;"All";"+";"H";"H";"All"
"STO0201135";11.49517;54.87893;"Biota";"FLU";"Org";0.11;"All";"+";"H";"H";"All"
"STO0201135";11.49517;54.87893;"Biota";"HG";"HM";0.095052;"All";"+";"H";"H";"All"
"STO0201135";11.49517;54.87893;"Biota";"PB";"HM";0.114900484;"All";"+";"H";"H";"All"
"STO0302049";11.05463;54.84352;"Sediment";"ANT";"Org";0.542840376;"All";"+";"H";"H";"All"
"STO0302049";11.05463;54.84352;"Sediment";"CD";"HM";1.026316689;"All";"+";"H";"H";"All"
"STO0302049";11.05463;54.84352;"Sediment";"PB";"HM";0.443060598;"All";"+";"H";"H";"All"
"STO0303041";11.08047;54.82352;"Sediment";"ANT";"Org";1.041666667;"All";"+";"H";"H";"All"
"STO0501015";11.78215;54.61602;"Biota";"BAP";"Org";0.14;"All";"+";"H";"H";"All"
"STO0501015";11.78215;54.61602;"Biota";"CD";"HM";1.240646853;"All";"+";"H";"H";"All"
"STO0501015";11.78215;54.61602;"Biota";"FLU";"Org";0.193333333;"All";"+";"H";"H";"All"
"STO0501015";11.78215;54.61602;"Biota";"HG";"HM";1.06074;"All";"+";"H";"H";"All"
"STO0501015";11.78215;54.61602;"Biota";"PB";"HM";0.803657881;"All";"+";"H";"H";"All"
"STO0601037";11.87382;54.75268;"Sediment";"ANT";"Org";0.736666667;"All";"+";"H";"H";"All"
"STO0601037";11.87382;54.75268;"Sediment";"CD";"HM";0.432614372;"All";"+";"H";"H";"All"
"STO0601037";11.87382;54.75268;"Sediment";"PB";"HM";0.040535248;"All";"+";"H";"H";"All"
"STO0601071";11.78048;54.83935;"Sediment";"ANT";"Org";0.620011403;"All";"+";"H";"H";"All"
"STO0601071";11.78048;54.83935;"Sediment";"CD";"HM";1.520963963;"All";"+";"H";"H";"All"
"STO0601071";11.78048;54.83935;"Sediment";"PB";"HM";0.457018964;"All";"+";"H";"H";"All"
"STO0601091";11.85762;54.71218;"Sediment";"ANT";"Org";0.615212528;"All";"+";"H";"H";"All"
"STO0601091";11.85762;54.71218;"Sediment";"CD";"HM";0.381990589;"All";"+";"H";"H";"All"
"STO0601091";11.85762;54.71218;"Sediment";"PB";"HM";0.149755712;"All";"+";"H";"H";"All"
"STO0601092";11.86317;54.66183;"Sediment";"ANT";"Org";1.664923291;"All";"+";"H";"H";"All"
"STO0601092";11.86317;54.66183;"Sediment";"CD";"HM";0.482449641;"All";"+";"H";"H";"All"
"STO0601092";11.86317;54.66183;"Sediment";"PB";"HM";0.259846457;"All";"+";"H";"H";"All"
"STO0701044";11.9774;54.9454;"Biota";"BAP";"Org";0.11171392;"All";"+";"H";"H";"All"
"STO0701044";11.9774;54.9454;"Biota";"CD";"HM";1.39793209;"All";"+";"H";"H";"All"
"STO0701044";11.9774;54.9454;"Biota";"FLU";"Org";0.084221929;"All";"+";"H";"H";"All"
"STO0701044";11.9774;54.9454;"Biota";"HG";"HM";0.6407373;"All";"+";"H";"H";"All"
"STO0701044";11.9774;54.9454;"Biota";"PB";"HM";0.994970018;"All";"+";"H";"H";"All"
"STO0703006";12.29566;54.97833;"Sediment";"ANT";"Org";3.382731959;"All";"+";"H";"H";"All"
"STO0703006";12.29566;54.97833;"Sediment";"CD";"HM";1.10552649;"All";"+";"H";"H";"All"
"STO0703006";12.29566;54.97833;"Sediment";"PB";"HM";0.618069781;"All";"+";"H";"H";"All"
"STO0703011";12.29973;54.98277;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"STO0703011";12.29973;54.98277;"Biota";"CD";"HM";0.840034965;"All";"+";"H";"H";"All"
"STO0703011";12.29973;54.98277;"Biota";"FLU";"Org";0.153333333;"All";"+";"H";"H";"All"
"STO0703011";12.29973;54.98277;"Biota";"HG";"HM";1.674;"All";"+";"H";"H";"All"
"STO0703011";12.29973;54.98277;"Biota";"PB";"HM";1.100591716;"All";"+";"H";"H";"All"
"STO0704010";12.23267;55.01317;"Sediment";"ANT";"Org";0.270061728;"All";"+";"H";"H";"All"
"STO0704010";12.23267;55.01317;"Sediment";"CD";"HM";0.269634103;"All";"+";"H";"H";"All"
"STO0704010";12.23267;55.01317;"Sediment";"PB";"HM";0.139548579;"All";"+";"H";"H";"All"
"STO0801054";12.1472;55.13567;"Sediment";"ANT";"Org";0.791666667;"All";"+";"H";"H";"All"
"STO0801054";12.1472;55.13567;"Sediment";"CD";"HM";0.136764964;"All";"+";"H";"H";"All"
"STO0801054";12.1472;55.13567;"Sediment";"PB";"HM";0.077964161;"All";"+";"H";"H";"All"
"STO0802001";12.07566;55.15933;"Sediment";"ANT";"Org";1.532211292;"All";"+";"H";"H";"All"
"STO0802001";12.07566;55.15933;"Biota";"BAP";"Org";0.14;"All";"+";"H";"H";"All"
"STO0802001";12.07566;55.15933;"Biota";"CD";"HM";0.821314103;"All";"+";"H";"H";"All"
"STO0802001";12.07566;55.15933;"Sediment";"CD";"HM";0.403026396;"All";"+";"H";"H";"All"
"STO0802001";12.07566;55.15933;"Biota";"FLU";"Org";0.173333333;"All";"+";"H";"H";"All"
"STO0802001";12.07566;55.15933;"Biota";"HG";"HM";0.680625;"All";"+";"H";"H";"All"
"STO0802001";12.07566;55.15933;"Biota";"PB";"HM";0.887573964;"All";"+";"H";"H";"All"
"STO0802001";12.07566;55.15933;"Sediment";"PB";"HM";0.16333704;"All";"+";"H";"H";"All"
"STO0802059";12.04817;55.1495;"Biota";"BAP";"Org";0.247481648;"All";"+";"H";"H";"All"
"STO0802059";12.04817;55.1495;"Biota";"CD";"HM";1.279300565;"All";"+";"H";"H";"All"
"STO0802059";12.04817;55.1495;"Biota";"FLU";"Org";0.139998548;"All";"+";"H";"H";"All"
"STO0802059";12.04817;55.1495;"Biota";"HG";"HM";0.8651707;"All";"+";"H";"H";"All"
"STO0802059";12.04817;55.1495;"Biota";"PB";"HM";0.998063545;"All";"+";"H";"H";"All"
"STO0901017";12.4215;54.93933;"Biota";"HBCD";"Org";0.001024139;"All";"+";"H";"H";"All"
"STO0901017";12.4215;54.93933;"Biota";"HG";"HM";3.923317434;"All";"+";"H";"H";"All"
"STO0901017";12.4215;54.93933;"Biota";"PB";"HM";2.52713137;"All";"+";"H";"H";"All"
"STO0901017";12.4215;54.93933;"Biota";"PFOS";"Org";0.028341335;"All";"+";"H";"H";"All"
"STO0901017";12.4215;54.93933;"Biota";"SBD6";"Org";53.88261888;"All";"+";"H";"H";"All"
"STO0901017";12.4215;54.93933;"Biota";"SCB6";"Org";0.154141567;"All";"+";"H";"H";"All"
"STO0901017";12.4215;54.93933;"Biota";"SCB6";"Org";0.161111111;"All";"+";"H";"H";"All"
"STO0901017";12.4215;54.93933;"Biota";"SDX";"Org";0.372666168;"All";"+";"H";"H";"All"
"STO0901064";12.3085;54.88883;"Sediment";"ANT";"Org";0.777911325;"All";"+";"H";"H";"All"
"STO0901064";12.3085;54.88883;"Sediment";"CD";"HM";0.2415932;"All";"+";"H";"H";"All"
"STO0901064";12.3085;54.88883;"Sediment";"PB";"HM";0.658667031;"All";"+";"H";"H";"All"
"STO0901065";12.36567;54.92383;"Sediment";"ANT";"Org";0.725481068;"All";"+";"H";"H";"All"
"STO0901065";12.36567;54.92383;"Sediment";"CD";"HM";0.337400586;"All";"+";"H";"H";"All"
"STO0901065";12.36567;54.92383;"Sediment";"PB";"HM";0.69103278;"All";"+";"H";"H";"All"
"STO1001066";12.13683;54.55433;"Sediment";"ANT";"Org";1.996527778;"All";"+";"H";"H";"All"
"STO1001066";12.13683;54.55433;"Sediment";"CD";"HM";0.149921645;"All";"+";"H";"H";"All"
"STO1001066";12.13683;54.55433;"Sediment";"PB";"HM";0.219292401;"All";"+";"H";"H";"All"
"STO1001069";12.268;54.746;"Sediment";"ANT";"Org";0.137195122;"All";"+";"H";"H";"All"
"STO1001069";12.268;54.746;"Sediment";"CD";"HM";0.198656137;"All";"+";"H";"H";"All"
"STO1001069";12.268;54.746;"Sediment";"PB";"HM";0.474294365;"All";"+";"H";"H";"All"
"STO1001070";12.16107;54.8265;"Biota";"BAP";"Org";0.06;"All";"+";"H";"H";"All"
"STO1001070";12.16107;54.8265;"Biota";"CD";"HM";1.61474359;"All";"+";"H";"H";"All"
"STO1001070";12.16107;54.8265;"Biota";"FLU";"Org";0.096666667;"All";"+";"H";"H";"All"
"STO1001070";12.16107;54.8265;"Biota";"HG";"HM";0.53128;"All";"+";"H";"H";"All"
"STO1001070";12.16107;54.8265;"Biota";"PB";"HM";1.379666487;"All";"+";"H";"H";"All"
"STOLGR";10.1999945;54.5498722216667;"Water";"CS-137";"Rad";1.299349991;"All";"+";"H";"H";"All"
"STOM39";11.195;55.248;"Sediment";"ANT";"Org";0.37601626;"All";"+";"H";"H";"All"
"Storfjärden Ekö-Hermansö";23.2895;59.89802;"Biota";"HG";"HM";3.372684391;"All";"+";"H";"H";"All"
"Storskaret W";20.55749;63.11732;"Biota";"HG";"HM";1;"All";"+";"H";"H";"All"
"Storskaret W";20.55749;63.11732;"Biota";"PB";"HM";0.769230769;"All";"+";"H";"H";"All"
"Storskaret W";20.55749;63.11732;"Biota";"PFOS";"Org";0.026923077;"All";"+";"H";"H";"All"
"Storskaret W";20.55749;63.11732;"Biota";"SBD6";"Org";20.54621849;"All";"+";"H";"H";"All"
"Storskaret W";20.55749;63.11732;"Biota";"SCB6";"Org";0.086666667;"All";"+";"H";"H";"All"
"Storskaret W";20.55749;63.11732;"Biota";"SDX";"Org";0.201380577;"All";"+";"H";"H";"All"
"STOS39";11.17267;55.26117;"Biota";"HBCD";"Org";0.000771185;"All";"+";"H";"H";"All"
"STOS39";11.17267;55.26117;"Biota";"HG";"HM";3.552803655;"All";"+";"H";"H";"All"
"STOS39";11.17267;55.26117;"Biota";"PB";"HM";0.980672388;"All";"+";"H";"H";"All"
"STOS39";11.17267;55.26117;"Biota";"PFOS";"Org";0.026327662;"All";"+";"H";"H";"All"
"STOS39";11.17267;55.26117;"Biota";"SCB6";"Org";0.09414397;"All";"+";"H";"H";"All"
"STOVSJ40120";11.115;55.19685;"Sediment";"ANT";"Org";12.5;"All";"+";"H";"H";"All"
"STOVSJ51013";11.27067;55.243;"Sediment";"ANT";"Org";0.484848485;"All";"+";"H";"H";"All"
"STOVSJ51013";11.27067;55.243;"Sediment";"CD";"HM";1.104897671;"All";"+";"H";"H";"All"
"STOVSJ51013";11.27067;55.243;"Sediment";"PB";"HM";0.945131171;"All";"+";"H";"H";"All"
"STOVSJ51014";11.29633;55.26;"Sediment";"ANT";"Org";0.776748971;"All";"+";"H";"H";"All"
"STOVSJ51014";11.29633;55.26;"Biota";"BAP";"Org";0.14;"All";"+";"H";"H";"All"
"STOVSJ51014";11.29633;55.26;"Biota";"CD";"HM";0.289044289;"All";"+";"H";"H";"All"
"STOVSJ51014";11.29633;55.26;"Sediment";"CD";"HM";0.863896749;"All";"+";"H";"H";"All"
"STOVSJ51014";11.29633;55.26;"Biota";"FLU";"Org";0.182;"All";"+";"H";"H";"All"
"STOVSJ51014";11.29633;55.26;"Biota";"HG";"HM";0.51305;"All";"+";"H";"H";"All"
"STOVSJ51014";11.29633;55.26;"Biota";"PB";"HM";1.375739645;"All";"+";"H";"H";"All"
"STOVSJ51014";11.29633;55.26;"Sediment";"PB";"HM";0.650577212;"All";"+";"H";"H";"All"
"Sundominlahti";21.6312;63.06727;"Biota";"HG";"HM";2.5;"All";"+";"H";"H";"All"
"SW1";22.8833;65.5833;"Biota";"CS-137";"Rad";1.92;"All";"+";"H";"H";"All"
"SW1a";22.90664;65.6099734;"Biota";"CS-137";"Rad";2.08028;"All";"+";"H";"H";"All"
"SW2";17.8666934;60.7333066;"Biota";"CS-137";"Rad";2.06;"All";"+";"H";"H";"All"
"SW3";14.8035094285714;54.623638;"Biota";"CS-137";"Rad";1.56;"All";"+";"H";"H";"All"
"SW3 ";14.2632333333333;53.9482333333333;"Water";"CS-137";"Rad";1.195355221;"All";"+";"H";"H";"All"
"SW3a";17.84580825;58.28330825;"Biota";"CS-137";"Rad";1.339444444;"All";"+";"H";"H";"All"
"SW4";15.8063611666667;55.9716111666667;"Biota";"CS-137";"Rad";1.813066667;"All";"+";"H";"H";"All"
"SW6";11.8333066;57.2333066;"Biota";"CS-137";"Rad";0.296430222;"All";"+";"H";"H";"All"
"SW7";11.245;58.6033;"Water";"CS-137";"Rad";0.760583333;"All";"+";"H";"H";"All"
"SW8";19.8888888333333;63.5444445;"Biota";"CS-137";"Rad";1.960233333;"All";"+";"H";"H";"All"
"SWF135";18.3572;60.52;"Water";"CS-137";"Rad";1.616732193;"All";"+";"H";"H";"All"
"SWF22";18.225;60.445;"Biota";"CS-137";"Rad";2.08;"All";"+";"H";"H";"All"
"SWIZP";14.2353;53.94349;"Water";"CD";"HM";0.510829218;"All";"+";"H";"H";"All"
"SWIZP";14.2353;53.94349;"Water";"PB";"HM";0.595843592;"All";"+";"H";"H";"All"
"SWR35";11.9354;57.2346;"Water";"CS-137";"Rad";0.78805;"All";"+";"H";"H";"All"
"SWS36";17;57.4217;"Water";"CS-137";"Rad";1.484107449;"All";"+";"H";"H";"All"
"SWZP";14.245;53.964;"Water";"CD";"HM";0.563514269;"All";"+";"H";"H";"All"
"SWZP";14.245;53.964;"Water";"PB";"HM";0.648794358;"All";"+";"H";"H";"All"
"T12P";18.683;54.681;"Water";"CD";"HM";3.5;"All";"+";"H";"H";"All"
"T12P";18.683;54.681;"Water";"PB";"HM";3.076923077;"All";"+";"H";"H";"All"
"T18P";18.878;54.379;"Water";"CD";"HM";2.5;"All";"+";"H";"H";"All"
"T18P";18.878;54.379;"Water";"PB";"HM";3.377615138;"All";"+";"H";"H";"All"
"T6aP";18.48415;54.71907;"Water";"CD";"HM";0.25;"All";"+";"H";"H";"All"
"T6aP";18.48415;54.71907;"Water";"PB";"HM";0.307692308;"All";"+";"H";"H";"All"
"T6P";18.52;54.739;"Water";"CD";"HM";3.05;"All";"+";"H";"H";"All"
"T6P";18.52;54.739;"Water";"PB";"HM";3.076923077;"All";"+";"H";"H";"All"
"The Sound-N A";12.73331892;55.8;"Water";"CS-137";"Rad";1.061835107;"All";"+";"H";"H";"All"
"The Sound-S";12.6;55.41668108;"Water";"CS-137";"Rad";1.52322437;"All";"+";"H";"H";"All"
"Tornion edusta";24.22779;65.76209;"Biota";"HG";"HM";18.23458253;"All";"+";"H";"H";"All"
"Tornion edusta";24.22779;65.76209;"Biota";"SBD6";"Org";569.259962;"All";"+";"H";"H";"All"
"Tornion edusta";24.22779;65.76209;"Biota";"SCB6";"Org";0.376344086;"All";"+";"H";"H";"All"
"TROLGR";11.6660788490909;54.2002575145455;"Water";"CS-137";"Rad";1.216266667;"All";"+";"H";"H";"All"
"TROLGR16";11.666;54.1997;"Water";"CS-137";"Rad";1.746666667;"All";"+";"H";"H";"All"
"Tvärminne";23.2534433333333;59.84807;"Biota";"HG";"HM";2.236067977;"All";"+";"H";"H";"All"
"Tvärminne";23.2534433333333;59.84807;"Biota";"SBD6";"Org";202.2058824;"All";"+";"H";"H";"All"
"Tvärminne";23.2534433333333;59.84807;"Biota";"SCB6";"Org";0.177083333;"All";"+";"H";"H";"All"
"Tvärminne";23.2534433333333;59.84807;"Biota";"CS-137";"Rad";1.60714;"All";"+";"H";"H";"All"
"TVÄRMINNE";23.2737;59.848675;"Biota";"CS-137";"Rad";1.215185185;"All";"+";"H";"H";"All"
"US5B";19.9686934;62.5861934;"Water";"CS-137";"Rad";2.093333333;"All";"+";"H";"H";"All"
"US5B 1";20.2;62.6;"Biota";"HG";"HM";1;"All";"+";"H";"H";"All"
"Utlängan";15.78333;55.95;"Biota";"HBCD";"Org";0.003796975;"All";"+";"H";"H";"All"
"Utlängan";15.78333;55.95;"Biota";"HG";"HM";0.905135425;"All";"+";"H";"H";"All"
"Utlängan";15.78333;55.95;"Biota";"PB";"HM";0.496959603;"All";"+";"H";"H";"All"
"Utlängan";15.78333;55.95;"Biota";"PFOS";"Org";0.087776599;"All";"+";"H";"H";"All"
"Utlängan";15.78333;55.95;"Biota";"SBD6";"Org";47.26102212;"All";"+";"H";"H";"All"
"Utlängan";15.78333;55.95;"Biota";"SCB6";"Org";0.106768521;"All";"+";"H";"H";"All"
"Utlängan";15.78333;55.95;"Biota";"SDX";"Org";0.356417751;"All";"+";"H";"H";"All"
"VAASA";21.1818166666667;63.0860333333333;"Biota";"CS-137";"Rad";2.0269;"All";"+";"H";"H";"All"
"Vanhankaupunginlahti";25.00208;60.2044;"Biota";"HBCD";"Org";0.003379502;"All";"+";"H";"H";"All"
"Vanhankaupunginlahti";25.00208;60.2044;"Biota";"HG";"HM";6.45;"All";"+";"H";"H";"All"
"Vanhankaupunginlahti";25.00208;60.2044;"Biota";"PFOS";"Org";1.164835165;"All";"+";"H";"H";"All"
"Vanhankaupunginlahti";25.00208;60.2044;"Biota";"PFOS";"Org";1.290355107;"All";"+";"H";"H";"All"
"Vanhankaupunginlahti";25.00208;60.2044;"Biota";"PFOS";"Org";1.313770029;"All";"+";"H";"H";"All"
"Vanhankaupunginlahti";25.00208;60.2044;"Biota";"SBD6";"Org";89.53942135;"All";"+";"H";"H";"All"
"Vanhankaupunginlahti";25.00208;60.2044;"Biota";"SCB6";"Org";0.664909966;"All";"+";"H";"H";"All"
"Vaskiluoto";21.56128;63.09814;"Biota";"HBCD";"Org";0.001530273;"All";"+";"H";"H";"All"
"Vaskiluoto";21.56128;63.09814;"Biota";"HG";"HM";2;"All";"+";"H";"H";"All"
"Vaskiluoto";21.56128;63.09814;"Biota";"PB";"HM";0.384615385;"All";"+";"H";"H";"All"
"Vaskiluoto";21.56128;63.09814;"Biota";"PFOS";"Org";0.322303395;"All";"+";"H";"H";"All"
"Vaskiluoto";21.56128;63.09814;"Biota";"PFOS";"Org";0.547252747;"All";"+";"H";"H";"All"
"Vaskiluoto";21.56128;63.09814;"Biota";"PFOS";"Org";0.62313797;"All";"+";"H";"H";"All"
"Vaskiluoto";21.56128;63.09814;"Biota";"SBD6";"Org";88.10457516;"All";"+";"H";"H";"All"
"Vaskiluoto";21.56128;63.09814;"Biota";"SCB6";"Org";0.509185185;"All";"+";"H";"H";"All"
"Västra Hanöbukten";14.28333;55.75;"Biota";"HBCD";"Org";0.00470006;"All";"+";"H";"H";"All"
"Västra Hanöbukten";14.28333;55.75;"Biota";"HG";"HM";0.85897345;"All";"+";"H";"H";"All"
"Västra Hanöbukten";14.28333;55.75;"Biota";"PB";"HM";0.659422676;"All";"+";"H";"H";"All"
"Västra Hanöbukten";14.28333;55.75;"Biota";"PFOS";"Org";0.0660615;"All";"+";"H";"H";"All"
"Västra Hanöbukten";14.28333;55.75;"Biota";"SBD6";"Org";43.31667255;"All";"+";"H";"H";"All"
"Västra Hanöbukten";14.28333;55.75;"Biota";"SCB6";"Org";0.116307508;"All";"+";"H";"H";"All"
"Västra Hanöbukten";14.28333;55.75;"Biota";"SDX";"Org";0.278111746;"All";"+";"H";"H";"All"
"VEJ0003150";9.499;55.497;"Biota";"BAP";"Org";0.31411268;"All";"+";"H";"H";"All"
