"Station";"longitude";"latitude";"Matrix";"Substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfStatus";"Datatype"
"Olkiluoto";21.4167;61.25;"Biota";"CS-137";"Rad";2.2607;"All";"+";"H";"H";"All"
"OLKILUOTO";21.4167;61.25;"Biota";"CS-137";"Rad";1.55357;"All";"+";"H";"H";"All"
"OM1P";18.683;54.567;"Water";"CD";"HM";0.790569415;"All";"+";"H";"H";"All"
"OM1P";18.683;54.567;"Water";"PB";"HM";1.087856586;"All";"+";"H";"H";"All"
"OM225019";9.4845;54.84;"Water";"CD";"HM";0.070714232;"All";"+";"H";"H";"All"
"OM225019";9.4845;54.84;"Water";"PB";"HM";0.153846154;"All";"+";"H";"H";"All"
"OM225019";9.4845;54.84;"Water";"PFOS";"Org";3.008862649;"All";"+";"H";"H";"All"
"OM225025";10.80133;53.89483;"Water";"CD";"HM";0.101113412;"All";"+";"H";"H";"All"
"OM225025";10.80133;53.89483;"Water";"PB";"HM";0.333420846;"All";"+";"H";"H";"All"
"OM225025";10.80133;53.89483;"Water";"PFOS";"Org";2.461538462;"All";"+";"H";"H";"All"
"OM225027";10.17417;54.3675;"Sediment";"ANT";"Org";103.1353135;"All";"+";"H";"H";"All"
"OM225028";10.06683;54.58333;"Water";"CD";"HM";0.1;"All";"+";"H";"H";"All"
"OM225028";10.06683;54.58333;"Water";"PB";"HM";0.153846154;"All";"+";"H";"H";"All"
"OM225054";10.82167;54.06833;"Sediment";"ANT";"Org";11.80358829;"All";"+";"H";"H";"All"
"OM225054";10.82167;54.06833;"Water";"CD";"HM";0.1;"All";"+";"H";"H";"All"
"OM225054";10.82167;54.06833;"Water";"PB";"HM";0.307692308;"All";"+";"H";"H";"All"
"OM225059";10.245;54.45917;"Sediment";"ANT";"Org";6.684491979;"All";"+";"H";"H";"All"
"OM225059";10.245;54.45917;"Water";"CD";"HM";0.1;"All";"+";"H";"H";"All"
"OM225059";10.245;54.45917;"Water";"PB";"HM";0.153846154;"All";"+";"H";"H";"All"
"OM225059";10.245;54.45917;"Water";"PFOS";"Org";1.307692308;"All";"+";"H";"H";"All"
"OM225064";9.69583;54.82833;"Biota";"CD";"HM";1.118862483;"All";"+";"H";"H";"All"
"OM225064";9.69583;54.82833;"Biota";"HG";"HM";0.707208814;"All";"+";"H";"H";"All"
"OM225064";9.69583;54.82833;"Biota";"PB";"HM";0.837210077;"All";"+";"H";"H";"All"
"OM225065";9.85;54.46333;"Biota";"CD";"HM";1.399377724;"All";"+";"H";"H";"All"
"OM225065";9.85;54.46333;"Biota";"HG";"HM";0.900536174;"All";"+";"H";"H";"All"
"OM225065";9.85;54.46333;"Biota";"PB";"HM";1.203738341;"All";"+";"H";"H";"All"
"OM225103";10.16467;54.35383;"Water";"CD";"HM";0.078548748;"All";"+";"H";"H";"All"
"OM225103";10.16467;54.35383;"Water";"PB";"HM";0.12778356;"All";"+";"H";"H";"All"
"OM225103";10.16467;54.35383;"Water";"PFOS";"Org";1.230769231;"All";"+";"H";"H";"All"
"OM225109";10.09283;54.7525;"Water";"CD";"HM";0.1;"All";"+";"H";"H";"All"
"OM225109";10.09283;54.7525;"Water";"PB";"HM";0.153846154;"All";"+";"H";"H";"All"
"OM3P";18.968;54.383;"Water";"CD";"HM";2.5;"All";"+";"H";"H";"All"
"OM3P";18.968;54.383;"Water";"PB";"HM";4.753846154;"All";"+";"H";"H";"All"
"OM701";9.50833;54.84667;"Sediment";"ANT";"Org";4.161464836;"All";"+";"H";"H";"All"
"OM707";10.04167;54.52167;"Water";"CD";"HM";0.1;"All";"+";"H";"H";"All"
"OM707";10.04167;54.52167;"Water";"PB";"HM";0.153846154;"All";"+";"H";"H";"All"
"OM708";9.95;54.485;"Sediment";"ANT";"Org";2.34741784;"All";"+";"H";"H";"All"
"OM714";11.06833;54.115;"Sediment";"ANT";"Org";1.743375174;"All";"+";"H";"H";"All"
"OMBMPK7";13.3;55;"Sediment";"ANT";"Org";0.80896365;"All";"+";"H";"H";"All"
"OMBMPK7";13.3;55;"Sediment";"CD";"HM";0.35184492;"All";"+";"H";"H";"All"
"OMBMPK7";13.3;55;"Sediment";"PB";"HM";1.063585536;"All";"+";"H";"H";"All"
"OMBMPK8";12.78333;54.72333;"Sediment";"ANT";"Org";0.998906037;"All";"+";"H";"H";"All"
"OMBMPK8";12.78333;54.72333;"Sediment";"CD";"HM";0.275998869;"All";"+";"H";"H";"All"
"OMBMPK8";12.78333;54.72333;"Sediment";"PB";"HM";1.298057151;"All";"+";"H";"H";"All"
"OMBMPM2";11.55;54.315;"Sediment";"ANT";"Org";0.658036603;"All";"+";"H";"H";"All"
"OMBMPM2";11.55;54.315;"Sediment";"CD";"HM";0.174490342;"All";"+";"H";"H";"All"
"OMBMPM2";11.55;54.315;"Water";"CD";"HM";0.1;"All";"+";"H";"H";"All"
"OMBMPM2";11.55;54.315;"Sediment";"PB";"HM";0.686677704;"All";"+";"H";"H";"All"
"OMBMPM2";11.55;54.315;"Water";"PB";"HM";0.153846154;"All";"+";"H";"H";"All"
"OMBMPN1";11.32;54.55167;"Sediment";"ANT";"Org";0.72153676;"All";"+";"H";"H";"All"
"OMBMPN1";11.32;54.55167;"Sediment";"CD";"HM";0.172907414;"All";"+";"H";"H";"All"
"OMBMPN1";11.32;54.55167;"Sediment";"PB";"HM";0.515282107;"All";"+";"H";"H";"All"
"OMBMPN3";10.45;54.6;"Sediment";"ANT";"Org";0.258862259;"All";"+";"H";"H";"All"
"OMBMPN3";10.45;54.6;"Sediment";"CD";"HM";0.176983883;"All";"+";"H";"H";"All"
"OMBMPN3";10.45;54.6;"Water";"CD";"HM";0.1;"All";"+";"H";"H";"All"
"OMBMPN3";10.45;54.6;"Sediment";"PB";"HM";0.553303455;"All";"+";"H";"H";"All"
"OMBMPN3";10.45;54.6;"Water";"PB";"HM";0.153846154;"All";"+";"H";"H";"All"
"OMF1";9.99583;54.7925;"Sediment";"ANT";"Org";2.525252525;"All";"+";"H";"H";"All"
"OMGBO";13.6025;54.24117;"Biota";"BAP";"Org";0.044968776;"All";"+";"H";"H";"All"
"OMGBO";13.6025;54.24117;"Biota";"CD";"HM";1.902672646;"All";"+";"H";"H";"All"
"OMGBO";13.6025;54.24117;"Biota";"FLU";"Org";0.026618077;"All";"+";"H";"H";"All"
"OMGBO";13.6025;54.24117;"Biota";"HG";"HM";0.487863718;"All";"+";"H";"H";"All"
"OMGBO";13.6025;54.24117;"Biota";"HG";"HM";3.919310483;"All";"+";"H";"H";"All"
"OMGBO";13.6025;54.24117;"Biota";"PB";"HM";0.867369027;"All";"+";"H";"H";"All"
"OMGBO";13.6025;54.24117;"Biota";"SCB6";"Org";0.231231055;"All";"+";"H";"H";"All"
"OMMB3";11.372;54.275;"Sediment";"ANT";"Org";1.769285209;"All";"+";"H";"H";"All"
"OMMVDB16";12.44833;54.335;"Water";"CD";"HM";0.22;"All";"+";"H";"H";"All"
"OMMVDB16";12.44833;54.335;"Water";"PB";"HM";0.029230769;"All";"+";"H";"H";"All"
"OMMVGB19";13.56667;54.20667;"Sediment";"CD";"HM";0.796980228;"All";"+";"H";"H";"All"
"OMMVGB19";13.56667;54.20667;"Water";"CD";"HM";0.46;"All";"+";"H";"H";"All"
"OMMVGB19";13.56667;54.20667;"Sediment";"PB";"HM";0.584353957;"All";"+";"H";"H";"All"
"OMMVGB19";13.56667;54.20667;"Water";"PB";"HM";0.234104109;"All";"+";"H";"H";"All"
"OMMVKHM";14.1;53.825;"Sediment";"CD";"HM";3.114717986;"All";"+";"H";"H";"All"
"OMMVKHM";14.1;53.825;"Water";"CD";"HM";0.129761318;"All";"+";"H";"H";"All"
"OMMVKHM";14.1;53.825;"Water";"CD";"HM";0.365527262;"All";"+";"H";"H";"All"
"OMMVKHM";14.1;53.825;"Sediment";"PB";"HM";1.44314291;"All";"+";"H";"H";"All"
"OMMVKHM";14.1;53.825;"Water";"PB";"HM";0.180695763;"All";"+";"H";"H";"All"
"OMMVKHM";14.1;53.825;"Water";"PB";"HM";0.041394121;"All";"+";"H";"H";"All"
"OMMVMYT4";12.10167;54.21267;"Biota";"BAP";"Org";0.089257277;"All";"+";"H";"H";"All"
"OMMVMYT4";12.10167;54.21267;"Biota";"CD";"HM";2.558612969;"All";"+";"H";"H";"All"
"OMMVMYT4";12.10167;54.21267;"Biota";"FLU";"Org";0.062592285;"All";"+";"H";"H";"All"
"OMMVMYT4";12.10167;54.21267;"Biota";"HG";"HM";0.580672157;"All";"+";"H";"H";"All"
"OMMVMYT4";12.10167;54.21267;"Biota";"PB";"HM";1.175191286;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Biota";"BAP";"Org";0.135578399;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Biota";"CD";"HM";1.701550998;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Sediment";"CD";"HM";0.465122183;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Water";"CD";"HM";0.365527262;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Biota";"FLU";"Org";0.05438186;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Biota";"HG";"HM";0.656740405;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Biota";"PB";"HM";1.290886492;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Sediment";"PB";"HM";0.410523114;"All";"+";"H";"H";"All"
"OMMVUW4";12.1;54.16667;"Water";"PB";"HM";0.132834898;"All";"+";"H";"H";"All"
"OMMVWB3";11.40833;53.95;"Water";"CD";"HM";0.365527262;"All";"+";"H";"H";"All"
"OMMVWB3";11.40833;53.95;"Water";"PB";"HM";0.051897132;"All";"+";"H";"H";"All"
"OMO22";11.175;54.11;"Sediment";"CD";"HM";0.536160894;"All";"+";"H";"H";"All"
"OMO22";11.175;54.11;"Water";"CD";"HM";0.085324693;"All";"+";"H";"H";"All"
"OMO22";11.175;54.11;"Sediment";"PB";"HM";0.934938979;"All";"+";"H";"H";"All"
"OMO22";11.175;54.11;"Water";"PB";"HM";0.08651405;"All";"+";"H";"H";"All"
"OMO9";13.02833;54.62333;"Water";"CD";"HM";0.42;"All";"+";"H";"H";"All"
"OMO9";13.02833;54.62333;"Water";"PB";"HM";0.163323471;"All";"+";"H";"H";"All"
"OMOB4";14.23333;54.00667;"Water";"CD";"HM";0.057846237;"All";"+";"H";"H";"All"
"OMOB4";14.23333;54.00667;"Water";"CD";"HM";0.365527262;"All";"+";"H";"H";"All"
"OMOB4";14.23333;54.00667;"Water";"PB";"HM";0.080298532;"All";"+";"H";"H";"All"
"OMOB4";14.23333;54.00667;"Water";"PB";"HM";0.034680353;"All";"+";"H";"H";"All"
"OMS2";9.67167;54.51833;"Sediment";"ANT";"Org";1.072501073;"All";"+";"H";"H";"All"
"OMS2";9.67167;54.51833;"Water";"CD";"HM";0.082540419;"All";"+";"H";"H";"All"
"OMS2";9.67167;54.51833;"Water";"PB";"HM";0.154642712;"All";"+";"H";"H";"All"
"OMS3";9.78833;54.56833;"Sediment";"ANT";"Org";1.086956522;"All";"+";"H";"H";"All"
"OMSH";14.07017;53.80367;"Biota";"HG";"HM";3.353719618;"All";"+";"H";"H";"All"
"OMSH";14.07017;53.80367;"Biota";"SCB6";"Org";0.295782318;"All";"+";"H";"H";"All"
"OMTF0112";13.95833;54.80333;"Biota";"SBD6";"Org";181.7711829;"All";"+";"H";"H";"All"
"OMTF0112";13.95833;54.80333;"Biota";"SBD6";"Org";185.422456;"All";"+";"H";"H";"All"
"OMTF0112";13.95833;54.80333;"Biota";"SCB6";"Org";0.252772105;"All";"+";"H";"H";"All"
"OMTF0112";13.95833;54.80333;"Biota";"SCB6";"Org";0.69002647;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Biota";"BAP";"Org";0.05310552;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Biota";"CD";"HM";1.446251978;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Sediment";"CD";"HM";0.736192114;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Biota";"FLU";"Org";0.038996849;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Biota";"HG";"HM";0.651048445;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Biota";"HG";"HM";9.49408451;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Biota";"PB";"HM";1.023255984;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Sediment";"PB";"HM";0.372725289;"All";"+";"H";"H";"All"
"OMWB";11.40433;54.02317;"Biota";"SCB6";"Org";0.435305322;"All";"+";"H";"H";"All"
"Örefjärden";19.83;63.53167;"Biota";"HBCD";"Org";0.000898204;"All";"+";"H";"H";"All"
"Örefjärden";19.83;63.53167;"Biota";"HG";"HM";2.940745615;"All";"+";"H";"H";"All"
"Örefjärden";19.83;63.53167;"Biota";"PB";"HM";0.092227529;"All";"+";"H";"H";"All"
"Örefjärden";19.83;63.53167;"Biota";"SBD6";"Org";26.38004121;"All";"+";"H";"H";"All"
"Örefjärden";19.83;63.53167;"Biota";"SCB6";"Org";0.088601434;"All";"+";"H";"H";"All"
"Örefjärden";19.83;63.53167;"Biota";"SDX";"Org";0.186640392;"All";"+";"H";"H";"All"
"Oulunselkä";25.36419;65.03062;"Biota";"HG";"HM";6.5;"All";"+";"H";"H";"All"
"P1 ";19.3333;54.8333;"Water";"CS-137";"Rad";1.658790515;"All";"+";"H";"H";"All"
"P110 ";19.111975;54.5;"Water";"CS-137";"Rad";1.610529596;"All";"+";"H";"H";"All"
"P116 ";19.2923;54.650675;"Water";"CS-137";"Rad";1.462704248;"All";"+";"H";"H";"All"
"P14 ";16.45;54.925;"Water";"CS-137";"Rad";2.26;"All";"+";"H";"H";"All"
"P140 ";18.4;55.5544782608696;"Water";"CS-137";"Rad";1.649299225;"All";"+";"H";"H";"All"
"P16 ";17.422325;54.637725;"Water";"CS-137";"Rad";1.525942978;"All";"+";"H";"H";"All"
"P2 ";18;55.2676666666667;"Water";"CS-137";"Rad";1.596330988;"All";"+";"H";"H";"All"
"P3 ";17.0667;55.2389;"Water";"CS-137";"Rad";1.583508091;"All";"+";"H";"H";"All"
"P39 ";15.1333;54.74085;"Water";"CS-137";"Rad";1.587243941;"All";"+";"H";"H";"All"
"P5 ";15.9833;55.25;"Water";"CS-137";"Rad";1.48807044;"All";"+";"H";"H";"All"
"Parainen";22.15101;60.18698;"Biota";"HBCD";"Org";0.003380334;"All";"+";"H";"H";"All"
"Parainen";22.15101;60.18698;"Biota";"HG";"HM";2;"All";"+";"H";"H";"All"
"Parainen";22.15101;60.18698;"Biota";"PFOS";"Org";0.10989011;"All";"+";"H";"H";"All"
"Parainen";22.15101;60.18698;"Biota";"PFOS";"Org";0.191380659;"All";"+";"H";"H";"All"
"Parainen";22.15101;60.18698;"Biota";"PFOS";"Org";0.154091718;"All";"+";"H";"H";"All"
"Parainen";22.15101;60.18698;"Biota";"SBD6";"Org";53.47967901;"All";"+";"H";"H";"All"
"Parainen";22.15101;60.18698;"Biota";"SCB6";"Org";0.223276297;"All";"+";"H";"H";"All"
"PB19WM";19.2965;54.30823;"Water";"CD";"HM";0.25;"All";"+";"H";"H";"All"
"PB32WM";19.73503;54.41256;"Water";"CD";"HM";0.25;"All";"+";"H";"H";"All"
"PB32WM";19.73503;54.41256;"Water";"PB";"HM";0.769230769;"All";"+";"H";"H";"All"
"P-GJ";14.43667;53.755;"Sediment";"CD";"HM";7.474601204;"All";"+";"H";"H";"All"
"P-GJ";14.43667;53.755;"Sediment";"PB";"HM";1.709559465;"All";"+";"H";"H";"All"
"Pihlavanlahti";21.59392;61.59458;"Biota";"HG";"HM";9;"All";"+";"H";"H";"All"
"Pihlavanlahti";21.59392;61.59458;"Biota";"PFOS";"Org";0.159340659;"All";"+";"H";"H";"All"
"Pihlavanlahti";21.59392;61.59458;"Biota";"SBD6";"Org";144.478281;"All";"+";"H";"H";"All"
"Pihlavanlahti";21.59392;61.59458;"Biota";"SCB6";"Org";0.128826263;"All";"+";"H";"H";"All"
"PL1";19;54.6617430988235;"Biota";"CS-137";"Rad";1.644364619;"All";"+";"H";"H";"All"
"PL2";18.16668552125;54.91668552125;"Biota";"CS-137";"Rad";1.673526296;"All";"+";"H";"H";"All"
"PL4";15.5;54.3333136658824;"Biota";"CS-137";"Rad";1.453040436;"All";"+";"H";"H";"All"
"PL-P39";15.13333;54.74167;"Sediment";"CD";"HM";0.230860113;"All";"+";"H";"H";"All"
"PL-P39";15.13333;54.74167;"Sediment";"PB";"HM";0.667699275;"All";"+";"H";"H";"All"
"Pohjanpitäjänlahti Skuruviken";23.53698;60.0881;"Biota";"HG";"HM";9.924212815;"All";"+";"H";"H";"All"
"Pori 1";20.70753;61.71095;"Biota";"HBCD";"Org";0.001366832;"All";"+";"H";"H";"All"
"Pori 1";20.70753;61.71095;"Biota";"HG";"HM";0.624293344;"All";"+";"H";"H";"All"
"Pori 1";20.70753;61.71095;"Biota";"PB";"HM";0.431972612;"All";"+";"H";"H";"All"
"Pori 1";20.70753;61.71095;"Biota";"PFOS";"Org";0.170659341;"All";"+";"H";"H";"All"
"Pori 1";20.70753;61.71095;"Biota";"SBD6";"Org";32.43570253;"All";"+";"H";"H";"All"
"Pori 1";20.70753;61.71095;"Biota";"SCB6";"Org";0.047064771;"All";"+";"H";"H";"All"
"Pori 1";20.70753;61.71095;"Biota";"SDX";"Org";0.367169403;"All";"+";"H";"H";"All"
"Porvoo 1 avomeri";26.2278;60.0319;"Biota";"HG";"HM";2;"All";"+";"H";"H";"All"
"Porvoo 1 avomeri";26.2278;60.0319;"Biota";"PB";"HM";0.769230769;"All";"+";"H";"H";"All"
"Porvoo 1 avomeri";26.2278;60.0319;"Biota";"PFOS";"Org";0.030309756;"All";"+";"H";"H";"All"
"Porvoo 1 avomeri";26.2278;60.0319;"Biota";"SBD6";"Org";23.55698857;"All";"+";"H";"H";"All"
"Porvoo 1 avomeri";26.2278;60.0319;"Biota";"SCB6";"Org";0.145222222;"All";"+";"H";"H";"All"
"Porvoo 1 avomeri";26.2278;60.0319;"Biota";"SDX";"Org";0.269061354;"All";"+";"H";"H";"All"
"PW";24.0329866666667;59.3352933333333;"Water";"CS-137";"Rad";1.461964609;"All";"+";"H";"H";"All"
"Rånefjärden";22.418;65.7555;"Biota";"HBCD";"Org";0.002085452;"All";"+";"H";"H";"All"
"Rånefjärden";22.418;65.7555;"Biota";"HG";"HM";1.396243744;"All";"+";"H";"H";"All"
"Rånefjärden";22.418;65.7555;"Biota";"PB";"HM";0.352063615;"All";"+";"H";"H";"All"
"Rånefjärden";22.418;65.7555;"Biota";"PFOS";"Org";0.056232095;"All";"+";"H";"H";"All"
"Rånefjärden";22.418;65.7555;"Biota";"SBD6";"Org";39.97292373;"All";"+";"H";"H";"All"
"Rånefjärden";22.418;65.7555;"Biota";"SCB6";"Org";0.061350085;"All";"+";"H";"H";"All"
"Rånefjärden";22.418;65.7555;"Biota";"SDX";"Org";0.289253294;"All";"+";"H";"H";"All"
"RIB 3572";9.59033;55.696;"Sediment";"ANT";"Org";0.362903156;"All";"+";"H";"H";"All"
"RIB 3572";9.59033;55.696;"Sediment";"CD";"HM";0.351319331;"All";"+";"H";"H";"All"
"RIB 3572";9.59033;55.696;"Sediment";"PB";"HM";0.356266557;"All";"+";"H";"H";"All"
"RIB0003149";9.50283;55.48983;"Sediment";"ANT";"Org";0.674019608;"All";"+";"H";"H";"All"
"RIB0003149";9.50283;55.48983;"Sediment";"CD";"HM";0.876944342;"All";"+";"H";"H";"All"
"RIB0003149";9.50283;55.48983;"Sediment";"PB";"HM";0.39297413;"All";"+";"H";"H";"All"
"RIB0003239";9.52033;55.4955;"Sediment";"ANT";"Org";2.114219051;"All";"+";"H";"H";"All"
"RIB0003239";9.52033;55.4955;"Sediment";"CD";"HM";0.990028478;"All";"+";"H";"H";"All"
"RIB0003239";9.52033;55.4955;"Sediment";"PB";"HM";0.558548712;"All";"+";"H";"H";"All"
"RIBHADF5007";9.57883;55.25633;"Sediment";"ANT";"Org";0.427237491;"All";"+";"H";"H";"All"
"RIBHADF5007";9.57883;55.25633;"Sediment";"CD";"HM";1.159846264;"All";"+";"H";"H";"All"
"RIBHADF5007";9.57883;55.25633;"Sediment";"PB";"HM";0.38948861;"All";"+";"H";"H";"All"
"Rockegrund Ma8 (Pukaviksbukten)";14.78;56.12;"Biota";"CD";"HM";0.931089744;"All";"+";"H";"H";"All"
"Rockegrund Ma8 (Pukaviksbukten)";14.78;56.12;"Biota";"HG";"HM";0.2075;"All";"+";"H";"H";"All"
"Rockegrund Ma8 (Pukaviksbukten)";14.78;56.12;"Biota";"PB";"HM";0.33887574;"All";"+";"H";"H";"All"
"ROS 60";12.06667;55.70783;"Sediment";"ANT";"Org";0.499185004;"All";"+";"H";"H";"All"
"ROS 60";12.06667;55.70783;"Biota";"BAP";"Org";0.154324791;"All";"+";"H";"H";"All"
"ROS 60";12.06667;55.70783;"Sediment";"CD";"HM";1.568198104;"All";"+";"H";"H";"All"
"ROS 60";12.06667;55.70783;"Biota";"FLU";"Org";0.053520214;"All";"+";"H";"H";"All"
"ROS 60";12.06667;55.70783;"Biota";"PB";"HM";0.827308583;"All";"+";"H";"H";"All"
"ROS 60";12.06667;55.70783;"Sediment";"PB";"HM";1.051037405;"All";"+";"H";"H";"All"
"ROS KogeBug";12.35867;55.54317;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"ROS KogeBug";12.35867;55.54317;"Biota";"CD";"HM";2.967730186;"All";"+";"H";"H";"All"
"ROS KogeBug";12.35867;55.54317;"Biota";"FLU";"Org";0.14;"All";"+";"H";"H";"All"
"ROS KogeBug";12.35867;55.54317;"Biota";"HG";"HM";0.81875;"All";"+";"H";"H";"All"
"ROS KogeBug";12.35867;55.54317;"Biota";"PB";"HM";1.409359871;"All";"+";"H";"H";"All"
"ROS ME6";10.98367;55.72083;"Biota";"BAP";"Org";0.116;"All";"+";"H";"H";"All"
"ROS ME6";10.98367;55.72083;"Biota";"CD";"HM";1.183289627;"All";"+";"H";"H";"All"
"ROS ME6";10.98367;55.72083;"Biota";"FLU";"Org";0.097666667;"All";"+";"H";"H";"All"
"ROS ME6";10.98367;55.72083;"Biota";"HG";"HM";0.7924;"All";"+";"H";"H";"All"
"ROS ME6";10.98367;55.72083;"Biota";"PB";"HM";0.852501345;"All";"+";"H";"H";"All"
"ROS MF41004";10.873;55.73117;"Biota";"BAP";"Org";0.106;"All";"+";"H";"H";"All"
"ROS MF41004";10.873;55.73117;"Biota";"CD";"HM";1.072923951;"All";"+";"H";"H";"All"
"ROS MF41004";10.873;55.73117;"Biota";"FLU";"Org";0.092333333;"All";"+";"H";"H";"All"
"ROS MF41004";10.873;55.73117;"Biota";"HG";"HM";0.753385;"All";"+";"H";"H";"All"
"ROS MF41004";10.873;55.73117;"Biota";"PB";"HM";0.728563744;"All";"+";"H";"H";"All"
"ROS1727";12.42067;55.48933;"Sediment";"ANT";"Org";4.660087719;"All";"+";"H";"H";"All"
"ROS1727";12.42067;55.48933;"Biota";"BAP";"Org";0.172047049;"All";"+";"H";"H";"All"
"ROS1727";12.42067;55.48933;"Biota";"CD";"HM";1.611241207;"All";"+";"H";"H";"All"
"ROS1727";12.42067;55.48933;"Sediment";"CD";"HM";0.132360119;"All";"+";"H";"H";"All"
"ROS1727";12.42067;55.48933;"Biota";"FLU";"Org";0.120690767;"All";"+";"H";"H";"All"
"ROS1727";12.42067;55.48933;"Biota";"HG";"HM";1.627989327;"All";"+";"H";"H";"All"
"ROS1727";12.42067;55.48933;"Biota";"PB";"HM";1.955437376;"All";"+";"H";"H";"All"
"ROS1727";12.42067;55.48933;"Sediment";"PB";"HM";0.257952183;"All";"+";"H";"H";"All"
"ROS8010";12.34033;55.42267;"Sediment";"ANT";"Org";1.590909091;"All";"+";"H";"H";"All"
"ROS8010";12.34033;55.42267;"Sediment";"CD";"HM";0.677038515;"All";"+";"H";"H";"All"
"ROS8010";12.34033;55.42267;"Sediment";"PB";"HM";0.612344132;"All";"+";"H";"H";"All"
"ROSRensnKogeBugt";12.2205;55.48967;"Biota";"BAP";"Org";0.12;"All";"+";"H";"H";"All"
"ROSRensnKogeBugt";12.2205;55.48967;"Biota";"CD";"HM";2.968531469;"All";"+";"H";"H";"All"
"ROSRensnKogeBugt";12.2205;55.48967;"Biota";"FLU";"Org";0.183333333;"All";"+";"H";"H";"All"
"ROSRensnKogeBugt";12.2205;55.48967;"Biota";"HG";"HM";0.8856;"All";"+";"H";"H";"All"
"ROSRensnKogeBugt";12.2205;55.48967;"Biota";"PB";"HM";1.781603012;"All";"+";"H";"H";"All"
"ROSVedbak";12.59417;55.80283;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"ROSVedbak";12.59417;55.80283;"Biota";"CD";"HM";3.487762238;"All";"+";"H";"H";"All"
"ROSVedbak";12.59417;55.80283;"Biota";"FLU";"Org";0.116666667;"All";"+";"H";"H";"All"
"ROSVedbak";12.59417;55.80283;"Biota";"HG";"HM";1.686;"All";"+";"H";"H";"All"
"ROSVedbak";12.59417;55.80283;"Biota";"PB";"HM";1.678321678;"All";"+";"H";"H";"All"
"ROWY";17.04085;54.68139;"Biota";"BAP";"Org";0.06417356;"All";"+";"H";"H";"All"
"ROWY";17.04085;54.68139;"Biota";"CD";"HM";0.843849668;"All";"+";"H";"H";"All"
"ROWY";17.04085;54.68139;"Biota";"FLU";"Org";0.003067116;"All";"+";"H";"H";"All"
"ROWY";17.04085;54.68139;"Biota";"HG";"HM";0.464347265;"All";"+";"H";"H";"All"
"ROWY";17.04085;54.68139;"Biota";"PB";"HM";0.194060969;"All";"+";"H";"H";"All"
"RU10";29.3333165;60.0833165;"Water";"CS-137";"Rad";1.017833333;"All";"+";"H";"H";"All"
"RU11";23.15;59.43165;"Water";"CS-137";"Rad";1.81;"All";"+";"H";"H";"All"
"RU12";29.05;60.03;"Water";"CS-137";"Rad";1.173333333;"All";"+";"H";"H";"All"
"RU129";28.75;59.92;"Water";"CS-137";"Rad";0.4;"All";"+";"H";"H";"All"
"RU13";28.75;60.03;"Water";"CS-137";"Rad";1.5;"All";"+";"H";"H";"All"
"RU141";28.71835;60.31835;"Water";"CS-137";"Rad";0.686666667;"All";"+";"H";"H";"All"
"RU152";28.42;60.01;"Water";"CS-137";"Rad";1.8;"All";"+";"H";"H";"All"
"RU152";28.42;60.01;"Water";"CS-137";"Rad";0.6;"All";"+";"H";"H";"All"
"RU155";28.42;59.83;"Water";"CS-137";"Rad";0.533333333;"All";"+";"H";"H";"All"
"RU156";28.3572;59.7001333333333;"Water";"CS-137";"Rad";1.24;"All";"+";"H";"H";"All"
"RU156";28.3572;59.7001333333333;"Water";"CS-137";"Rad";0.866666667;"All";"+";"H";"H";"All"
"RU19";27.98165;60.25;"Water";"CS-137";"Rad";1.140815663;"All";"+";"H";"H";"All"
"RU20";27.4;60.08165;"Water";"CS-137";"Rad";1.5171;"All";"+";"H";"H";"All"
"RU23";25.5;59.81835;"Water";"CS-137";"Rad";2.01;"All";"+";"H";"H";"All"
"RU25";24;59.66835;"Water";"CS-137";"Rad";1.756666667;"All";"+";"H";"H";"All"
"RU27";28.97;59.88;"Water";"CS-137";"Rad";0.988533333;"All";"+";"H";"H";"All"
"RU28";28.83;59.87;"Water";"CS-137";"Rad";1;"All";"+";"H";"H";"All"
"RU32";28.91835;59.85;"Water";"CS-137";"Rad";1.637550978;"All";"+";"H";"H";"All"
"RU5";27;59.95;"Water";"CS-137";"Rad";1.51565;"All";"+";"H";"H";"All"
